,Fx,Fy,Fz,Mx,My,Mz,CoPx,CoPy,time,Fz
19.01,-4.201708,3.140311,551.465959,16.822995,7.021187,0.188309,-0.012732,0.030506,1.01,551.465959
19.011,-4.290781,3.050756,551.63744,16.860449,7.039772,0.159666,-0.012762,0.030564,1.011,551.63744
19.012,-4.290781,3.050756,551.63744,16.860449,7.039772,0.159666,-0.012762,0.030564,1.012,551.63744
19.013,-4.290861,3.050295,551.64052,16.860408,6.993512,0.193214,-0.012678,0.030564,1.013,551.64052
19.014,-4.290116,3.140288,551.467097,16.82325,6.970794,0.205015,-0.01264,0.030506,1.014,551.467097
19.015,-4.201877,3.14015,551.638503,16.85595,6.998161,0.188317,-0.012686,0.030556,1.015,551.638503
19.016,-4.379495,3.140899,551.638009,16.856439,6.897577,0.188039,-0.012504,0.030557,1.016,551.638009
19.017,-4.202149,3.140586,551.810913,16.823275,6.929135,0.188167,-0.012557,0.030487,1.017,551.810913
19.018,-4.202525,3.140705,551.639438,16.855984,6.906027,0.188079,-0.012519,0.030556,1.018,551.639438
19.019,-4.203069,3.140663,551.640507,16.921649,6.859895,0.187999,-0.012435,0.030675,1.019,551.640507
19.02,-4.29106,3.229437,551.467627,16.884985,6.832593,0.159037,-0.01239,0.030618,1.02,551.467627
19.021,-4.203409,3.229052,551.8139,16.884874,6.79075,0.175834,-0.012306,0.030599,1.021,551.8139
19.022,-4.115457,3.228733,551.644367,16.917289,6.771776,0.192587,-0.012276,0.030667,1.022,551.644367
19.023,-4.115075,3.141462,551.640927,16.921524,6.772078,0.170958,-0.012276,0.030675,1.023,551.640927
19.024,-4.026512,3.141245,551.643494,16.921324,6.730136,0.187703,-0.0122,0.030674,1.024,551.643494
19.025,-4.026238,3.318809,551.642973,16.912926,6.73035,0.187594,-0.012201,0.030659,1.025,551.642973
19.026,-4.02621,3.319311,551.299578,16.912776,6.684193,0.187401,-0.012124,0.030678,1.026,551.299578
19.027,-3.938313,3.229562,551.472488,16.949775,6.711228,0.158798,-0.01217,0.030735,1.027,551.472488
19.028,-4.026651,3.231572,551.470382,16.884104,6.66136,0.199362,-0.012079,0.030617,1.028,551.470382
19.029,-4.026351,3.319651,551.128728,16.945581,6.61501,0.187216,-0.012003,0.030747,1.029,551.128728
19.03,-4.026351,3.319651,551.128728,16.945581,6.61501,0.187216,-0.012003,0.030747,1.03,551.128728
19.031,-3.850057,3.31951,551.474486,16.945311,6.577484,0.187211,-0.011927,0.030727,1.031,551.474486
19.032,-3.850564,3.319725,551.646272,16.91254,6.554533,0.187157,-0.011882,0.030658,1.032,551.646272
19.033,-3.938929,3.319906,551.473612,17.01127,6.527218,0.170289,-0.011836,0.030847,1.033,551.473612
19.034,-3.851277,3.319521,551.819885,17.011159,6.485374,0.187086,-0.011753,0.030827,1.034,551.819885
19.035,-3.851148,3.408139,551.304929,16.973956,6.462125,0.174869,-0.011722,0.030789,1.035,551.304929
19.036,-3.850572,3.49797,551.304049,16.969752,6.416381,0.186679,-0.011639,0.030781,1.036,551.304049
19.037,-3.850673,3.409855,551.47561,17.006805,6.393473,0.198702,-0.011593,0.030839,1.037,551.47561
19.038,-3.850542,3.40976,551.132349,17.072286,6.393317,0.198667,-0.0116,0.030977,1.038,551.132349
19.039,-3.851458,3.408317,551.306622,17.039715,6.369916,0.174693,-0.011554,0.030908,1.039,551.306622
19.04,-3.763465,3.497543,551.651391,17.035305,6.328405,0.203395,-0.011472,0.030881,1.04,551.651391
19.041,-3.674822,3.497787,551.650877,17.035146,6.332722,0.186593,-0.01148,0.03088,1.041,551.650877
19.042,-3.586152,3.498533,551.306968,17.034837,6.290882,0.169597,-0.011411,0.030899,1.042,551.306968
19.043,-3.586158,3.585685,551.481883,16.997893,6.313687,0.191315,-0.011449,0.030822,1.043,551.481883
19.044,-3.674453,3.5879,551.305978,17.030697,6.286897,0.198305,-0.011404,0.030892,1.044,551.305978
19.045,-3.586046,3.675936,551.478991,17.059394,6.268071,0.169497,-0.011366,0.030934,1.045,551.478991
19.046,-3.586152,3.586546,551.481119,17.063788,6.221663,0.157495,-0.011282,0.030942,1.046,551.481119
19.047,-3.586592,3.498807,551.651922,17.035116,6.19883,0.169456,-0.011237,0.03088,1.047,551.651922
19.048,-3.498812,3.587039,551.483238,16.997802,6.133737,0.174036,-0.011122,0.030822,1.048,551.483238
19.049,-3.498067,3.677033,551.309815,16.960643,6.111019,0.185837,-0.011085,0.030764,1.049,551.309815
19.05,-3.497859,3.676752,551.653834,16.960888,6.1111,0.185934,-0.011078,0.030746,1.05,551.653834
19.051,-3.587152,3.499063,551.483394,17.002155,6.083462,0.202757,-0.011031,0.03083,1.051,551.483394
19.052,-3.499084,3.587475,551.655648,16.965126,6.06471,0.173887,-0.010994,0.030753,1.052,551.655648
19.053,-3.499356,3.587911,551.828058,16.932451,5.995684,0.173737,-0.010865,0.030684,1.053,551.828058
19.054,-3.499665,3.500077,551.655601,16.969259,5.972695,0.185663,-0.010827,0.030761,1.054,551.655601
19.055,-3.499833,3.499915,551.828145,17.002214,5.949669,0.185671,-0.010782,0.030811,1.055,551.828145
19.056,-3.499626,3.499634,552.172164,17.002459,5.94975,0.185768,-0.010775,0.030792,1.056,552.172164
19.057,-3.500133,3.499849,552.34395,16.969688,5.926799,0.185715,-0.01073,0.030723,1.057,552.34395
19.058,-3.499898,3.50007,552.344574,16.969783,5.880723,0.185619,-0.010647,0.030723,1.058,552.344574
19.059,-3.5003,3.411261,552.172145,17.006928,5.857469,0.13998,-0.010608,0.0308,1.059,552.172145
19.06,-3.500807,3.411475,552.343931,16.974157,5.834518,0.139927,-0.010563,0.030731,1.06,552.343931
19.061,-3.501421,3.3223,552.517845,16.94578,5.765159,0.127872,-0.010434,0.03067,1.061,552.517845
19.062,-3.412605,3.411994,552.688371,16.974277,5.746783,0.122983,-0.010398,0.030712,1.062,552.688371
19.063,-3.324407,3.323224,552.689227,16.912786,5.704767,0.094117,-0.010322,0.030601,1.063,552.689227
19.064,-3.502053,3.323472,553.032128,16.913425,5.65034,0.094033,-0.010217,0.030583,1.064,553.032128
19.065,-3.325692,3.235377,553.376904,16.917253,5.612932,0.106042,-0.010143,0.030571,1.065,553.376904
19.066,-3.326172,3.236094,553.205295,16.884333,5.543824,0.105795,-0.010021,0.030521,1.066,553.205295
19.067,-3.414633,3.14664,553.548875,16.889172,5.53944,0.077145,-0.010007,0.030511,1.067,553.548875
19.068,-3.326785,3.146919,553.379208,16.855956,5.474465,0.09374,-0.009893,0.03046,1.068,553.379208
19.069,-3.327145,3.147654,553.721081,16.856276,5.428672,0.06005,-0.009804,0.030442,1.069,553.721081
19.07,-3.327083,3.058426,553.550665,16.827715,5.40529,0.04804,-0.009765,0.0304,1.07,553.550665
19.071,-3.240149,2.968549,553.726966,16.864613,5.340008,0.052843,-0.009644,0.030457,1.071,553.726966
19.072,-3.240004,3.057783,553.725358,16.79502,5.294073,0.007026,-0.009561,0.030331,1.072,553.725358
19.073,-3.24068,3.057836,554.069688,16.795204,5.248097,0.006981,-0.009472,0.030312,1.073,554.069688
19.074,-3.152353,3.057398,554.071631,16.794909,5.25223,0.023822,-0.009479,0.030312,1.074,554.071631
19.075,-3.15286,3.057612,554.243417,16.762138,5.229279,0.023769,-0.009435,0.030243,1.075,554.243417
19.076,-3.063915,2.970124,554.242544,16.766173,5.187638,0.018885,-0.00936,0.030251,1.076,554.242544
19.077,-3.064563,2.970679,554.243479,16.766207,5.095505,0.018647,-0.009194,0.030251,1.077,554.243479
19.078,-3.065412,2.881283,554.416769,16.737735,5.072222,0.006688,-0.009149,0.03019,1.078,554.416769
19.079,-3.065343,2.971329,554.587675,16.700761,5.003527,0.018443,-0.009022,0.030114,1.079,554.587675
19.08,-3.065176,2.881504,554.417393,16.73783,5.026146,0.006591,-0.009066,0.03019,1.08,554.417393
19.081,-2.977041,2.881963,554.588664,16.7049,5.007512,-0.010265,-0.009029,0.030121,1.081,554.588664
19.082,-2.977521,2.88268,554.417055,16.67198,4.938404,-0.010511,-0.008907,0.030071,1.082,554.417055
19.083,-2.977862,2.793069,554.418559,16.676279,4.938072,-0.022417,-0.008907,0.030079,1.083,554.418559
19.084,-2.889641,2.703241,554.422629,16.680378,4.895798,-0.017577,-0.00883,0.030086,1.084,554.422629
19.085,-2.889325,2.703923,554.420172,16.680513,4.895982,-0.051221,-0.008831,0.030086,1.085,554.420172
19.086,-2.801478,2.704201,554.250506,16.647298,4.831007,-0.034626,-0.008716,0.030036,1.086,554.250506
19.087,-2.713003,2.704284,554.422536,16.680093,4.812299,-0.05142,-0.00868,0.030086,1.087,554.422536
19.088,-2.71304,2.616928,554.421419,16.618562,4.766416,-0.039564,-0.008597,0.029975,1.088,554.421419
19.089,-2.713652,2.704839,554.423471,16.680127,4.720165,-0.051658,-0.008514,0.030086,1.089,554.423471
19.09,-2.624437,2.705627,554.078493,16.614154,4.724458,-0.068574,-0.008527,0.029985,1.09,554.078493
19.091,-2.625253,2.618008,554.077821,16.618192,4.678518,-0.056701,-0.008444,0.029993,1.091,554.077821
19.092,-2.624916,2.706344,553.906884,16.581233,4.65535,-0.068821,-0.008405,0.029935,1.092,553.906884
19.093,-2.448428,2.61688,553.738965,16.617883,4.594286,-0.080872,-0.008297,0.03001,1.093,553.738965
19.094,-2.360838,2.617296,553.911306,16.650617,4.52952,-0.097807,-0.008177,0.03006,1.094,553.911306
19.095,-2.271724,2.529969,553.737889,16.621697,4.510905,-0.1027,-0.008146,0.030017,1.095,553.737889
19.096,-2.271855,2.530065,554.08115,16.556217,4.511061,-0.102665,-0.008142,0.02988,1.096,554.08115
19.097,-2.271519,2.618401,553.910213,16.519258,4.487893,-0.114784,-0.008102,0.029823,1.097,553.910213
19.098,-2.183634,2.706036,553.741663,16.547574,4.468801,-0.110045,-0.00807,0.029883,1.098,553.741663
19.099,-2.095404,2.619043,553.568557,16.518593,4.404129,-0.11508,-0.007956,0.02984,1.099,553.568557
19.1,-2.184216,2.618637,553.741616,16.551707,4.376786,-0.098269,-0.007904,0.029891,1.1,553.741616
19.101,-2.095676,2.619479,553.740967,16.485918,4.335102,-0.11523,-0.007829,0.029772,1.101,553.740967
19.102,-2.095508,2.707653,553.742574,16.481914,4.288908,-0.127341,-0.007745,0.029765,1.102,553.742574
19.103,-2.007216,2.796945,553.571538,16.51003,4.270266,-0.098682,-0.007714,0.029825,1.103,553.571538
19.104,-2.007696,2.797662,553.399929,16.477109,4.201158,-0.098929,-0.007592,0.029774,1.104,553.399929
19.105,-1.919562,2.708134,553.573463,16.514203,4.182118,-0.127628,-0.007555,0.029832,1.105,553.573463
19.106,-1.919221,2.797745,553.571959,16.509905,4.18245,-0.115722,-0.007555,0.029824,1.106,553.571959
19.107,-2.007527,2.885837,553.401536,16.473105,4.154965,-0.111039,-0.007508,0.029767,1.107,553.401536
19.108,-1.919937,2.886253,553.573877,16.50584,4.090198,-0.127975,-0.007389,0.029817,1.108,553.573877
19.109,-1.919533,2.886636,553.401957,16.47298,4.067148,-0.12808,-0.007349,0.029767,1.109,553.401957
19.11,-1.742731,2.88628,553.57593,16.505481,4.052573,-0.128032,-0.007321,0.029816,1.11,553.57593
19.111,-1.742835,2.886878,553.575796,16.43985,4.006572,-0.12819,-0.007238,0.029698,1.111,553.575796
19.112,-1.742937,3.064561,553.4038,16.464162,3.983679,-0.128388,-0.007199,0.029751,1.112,553.4038
19.113,-1.654778,3.063962,553.578287,16.496822,3.964787,-0.111538,-0.007162,0.0298,1.113,553.578287
19.114,-1.654462,3.064644,553.57583,16.496958,3.964971,-0.145182,-0.007162,0.029801,1.114,553.57583
19.115,-1.654942,3.065361,553.404221,16.464037,3.895863,-0.145429,-0.00704,0.02975,1.115,553.404221
19.116,-1.566783,3.064761,553.578708,16.496697,3.87697,-0.128578,-0.007003,0.0298,1.116,553.578708
19.117,-1.655178,3.153153,553.577748,16.492893,3.872719,-0.157435,-0.006996,0.029793,1.117,553.577748
19.118,-1.478376,3.152797,553.75172,16.525394,3.858144,-0.157387,-0.006967,0.029843,1.118,553.75172
19.119,-1.478856,3.153514,553.580111,16.492473,3.789036,-0.157634,-0.006845,0.029792,1.119,553.580111
19.12,-1.478856,3.153514,553.580111,16.492473,3.789036,-0.157634,-0.006845,0.029792,1.12,553.580111
19.121,-1.47919,3.243178,553.922938,16.488358,3.743391,-0.145773,-0.006758,0.029767,1.121,553.922938
19.122,-1.479532,3.153567,553.924441,16.492657,3.743059,-0.157679,-0.006757,0.029774,1.122,553.924441
19.123,-1.479635,3.154164,553.924307,16.427027,3.697058,-0.157837,-0.006674,0.029656,1.123,553.924307
19.124,-1.479804,3.154003,554.096851,16.459982,3.674033,-0.157828,-0.006631,0.029706,1.124,554.096851
19.125,-1.479907,3.1546,554.096717,16.394351,3.628032,-0.157987,-0.006548,0.029588,1.125,554.096717
19.126,-1.568235,3.155038,554.094775,16.394646,3.623899,-0.174828,-0.00654,0.029588,1.126,554.094775
19.127,-1.568611,3.155158,553.9233,16.427356,3.600791,-0.174917,-0.006501,0.029656,1.127,553.9233
19.128,-1.480791,3.154934,554.097028,16.394291,3.581974,-0.158129,-0.006465,0.029587,1.128,554.097028
19.129,-1.480556,3.155155,554.097652,16.394386,3.535898,-0.158225,-0.006381,0.029588,1.129,554.097652
19.13,-1.568675,3.155312,554.439729,16.394926,3.531846,-0.17497,-0.00637,0.02957,1.13,554.439729
19.131,-1.746153,3.155721,554.610086,16.362609,3.500445,-0.175063,-0.006312,0.029503,1.131,554.610086
19.132,-1.658527,3.066408,554.955405,16.366933,3.458453,-0.203816,-0.006232,0.029492,1.132,554.955405
19.133,-1.658124,3.06679,554.783485,16.334073,3.435403,-0.20392,-0.006192,0.029442,1.133,554.783485
19.134,-1.658799,3.066843,555.127815,16.334257,3.389427,-0.203965,-0.006106,0.029424,1.134,555.127815
19.135,-1.658968,3.066682,555.300359,16.367212,3.366401,-0.203957,-0.006062,0.029475,1.135,555.300359
19.136,-1.659475,3.066897,555.472145,16.334442,3.34345,-0.20401,-0.006019,0.029406,1.136,555.472145
19.137,-1.659434,3.156441,555.986447,16.297617,3.320912,-0.192061,-0.005973,0.029313,1.137,555.986447
19.138,-1.660255,3.067547,555.816341,16.268995,3.251472,-0.204214,-0.00585,0.02927,1.138,555.816341
19.139,-1.660931,3.0676,556.160671,16.26918,3.205496,-0.204259,-0.005764,0.029253,1.139,556.160671
19.14,-1.661166,3.155392,556.334198,16.298035,3.182352,-0.216265,-0.00572,0.029295,1.14,556.334198
19.141,-1.572691,3.068375,556.675828,16.170864,3.140943,-0.221176,-0.005642,0.029049,1.141,556.675828
19.142,-1.662388,2.978316,556.851459,16.273942,3.067134,-0.216351,-0.005508,0.029225,1.142,556.851459
19.143,-1.574213,2.89032,557.365143,16.245261,3.094776,-0.220999,-0.005553,0.029147,1.143,557.365143
19.144,-1.66207,2.803187,557.190297,16.216795,3.067711,-0.225931,-0.005506,0.029105,1.144,557.190297
19.145,-1.751052,2.891332,557.364204,16.18018,2.994249,-0.221293,-0.005372,0.02903,1.145,557.364204
19.146,-1.663085,2.891629,557.70802,16.180205,2.952589,-0.23814,-0.005294,0.029012,1.146,557.70802
19.147,-1.664782,2.712837,558.054599,16.123261,2.906024,-0.262058,-0.005207,0.028892,1.147,558.054599
19.148,-1.66383,2.80255,558.225195,16.086348,2.883387,-0.25016,-0.005165,0.028817,1.148,558.225195
19.149,-1.576003,2.715174,558.224009,16.090226,2.841764,-0.25509,-0.005091,0.028824,1.149,558.224009
19.15,-1.488186,2.624964,558.399999,16.127185,2.82254,-0.250145,-0.005055,0.028881,1.15,558.399999
19.151,-1.576813,2.625336,558.913861,16.094954,2.795537,-0.266944,-0.005002,0.028797,1.151,558.913861
19.152,-1.577258,2.536322,558.915231,16.033623,2.749204,-0.279007,-0.004919,0.028687,1.152,558.915231
19.153,-1.576882,2.536203,559.086706,16.000913,2.772311,-0.278919,-0.004959,0.02862,1.153,559.086706
19.154,-1.578374,2.448636,559.430364,16.005135,2.680394,-0.267091,-0.004791,0.02861,1.154,559.430364
19.155,-1.578886,2.447577,559.432717,15.939705,2.633943,-0.29117,-0.004708,0.028493,1.155,559.432717
19.156,-1.490686,2.270095,559.605267,15.980898,2.615021,-0.307855,-0.004673,0.028557,1.156,559.605267
19.157,-1.49106,2.360201,559.431531,15.943584,2.592321,-0.2961,-0.004634,0.0285,1.157,559.431531
19.158,-1.491465,2.270745,559.949463,15.915452,2.523043,-0.308058,-0.004506,0.028423,1.158,559.949463
19.159,-1.491631,2.360571,560.119746,15.878383,2.500424,-0.296206,-0.004464,0.028348,1.159,560.119746
19.16,-1.404086,2.182783,560.293995,15.853715,2.481393,-0.279309,-0.004429,0.028295,1.16,560.293995
19.161,-1.315678,2.270819,560.467008,15.882411,2.462566,-0.308117,-0.004394,0.028338,1.161,560.467008
19.162,-1.404593,2.27101,560.639932,15.849895,2.389222,-0.291464,-0.004262,0.028271,1.162,560.639932
19.163,-1.316327,2.271374,560.467943,15.882445,2.370433,-0.308355,-0.004229,0.028338,1.163,560.467943
19.164,-1.317002,2.271427,560.812273,15.88263,2.324456,-0.3084,-0.004145,0.028321,1.164,560.812273
19.165,-1.316834,2.359602,560.81388,15.878626,2.278262,-0.320511,-0.004062,0.028314,1.165,560.81388
19.166,-1.316938,2.360199,560.813746,15.812996,2.232261,-0.320669,-0.00398,0.028197,1.166,560.813746
19.167,-1.228461,2.450269,560.983514,15.775767,2.21396,-0.32562,-0.003947,0.028122,1.167,560.983514
19.168,-1.229006,2.450227,560.984583,15.841431,2.167827,-0.3257,-0.003864,0.028239,1.168,560.984583
19.169,-1.22869,2.450909,560.982126,15.841567,2.168011,-0.359344,-0.003865,0.028239,1.169,560.982126
19.17,-1.14087,2.450685,561.155855,15.808501,2.149193,-0.342556,-0.00383,0.028171,1.17,561.155855
19.171,-1.22958,2.538395,561.157352,15.804562,2.144758,-0.337768,-0.003822,0.028164,1.171,561.157352
19.172,-1.230062,2.449125,560.988004,15.841665,2.075243,-0.349858,-0.003699,0.028239,1.172,560.988004
19.173,-1.22925,2.451164,560.813598,15.808606,2.052643,-0.326043,-0.00366,0.028189,1.173,560.813598
19.174,-1.141558,2.539696,560.814378,15.804287,2.010785,-0.355002,-0.003585,0.028181,1.174,560.814378
19.175,-1.141323,2.539917,560.815002,15.804382,1.964709,-0.355098,-0.003503,0.028181,1.175,560.815002
19.176,-1.141286,2.540174,560.985719,15.705947,1.987891,-0.355072,-0.003544,0.027997,1.176,560.985719
19.177,-1.14183,2.540132,560.986788,15.771611,1.941758,-0.355152,-0.003461,0.028114,1.177,560.986788
19.178,-0.965236,2.540057,560.816741,15.803867,1.927101,-0.355201,-0.003436,0.02818,1.178,560.816741
19.179,-0.876021,2.540846,560.471763,15.737893,1.931395,-0.372116,-0.003446,0.02808,1.179,560.471763
19.18,-0.964429,2.540822,560.472901,15.738147,1.881001,-0.35541,-0.003356,0.02808,1.18,560.472901
19.181,-0.876501,2.541562,560.300154,15.704972,1.862287,-0.372363,-0.003324,0.02803,1.181,560.300154
19.182,-0.964401,2.541324,560.129506,15.737997,1.834844,-0.355603,-0.003276,0.028097,1.182,560.129506
19.183,-0.787535,2.541728,560.130801,15.671913,1.797294,-0.355722,-0.003209,0.027979,1.183,560.130801
19.184,-0.787602,2.629681,560.131784,15.667814,1.797176,-0.367737,-0.003208,0.027972,1.184,560.131784
19.185,-0.875862,2.542166,560.128858,15.672208,1.793161,-0.372564,-0.003201,0.02798,1.185,560.128858
19.186,-0.875862,2.542166,560.128858,15.672208,1.793161,-0.372564,-0.003201,0.02798,1.186,560.128858
19.187,-0.875862,2.542166,560.128858,15.672208,1.793161,-0.372564,-0.003201,0.02798,1.187,560.128858
19.188,-0.875772,2.45344,559.615047,15.643497,1.723622,-0.384768,-0.00308,0.027954,1.188,559.615047
19.189,-0.787041,2.453384,559.445069,15.610343,1.704705,-0.36803,-0.003047,0.027903,1.189,559.445069
19.19,-0.875368,2.453822,559.443127,15.610638,1.700572,-0.384872,-0.00304,0.027904,1.19,559.443127
19.191,-0.786725,2.454067,559.442612,15.610478,1.704889,-0.401675,-0.003047,0.027904,1.191,559.442612
19.192,-0.787205,2.454783,559.271003,15.577558,1.635781,-0.401921,-0.002925,0.027853,1.192,559.271003
19.193,-0.787242,2.367427,559.269887,15.516026,1.589898,-0.390065,-0.002843,0.027743,1.193,559.269887
19.194,-0.698914,2.366989,559.271829,15.515731,1.594031,-0.373223,-0.00285,0.027743,1.194,559.271829
19.195,-0.787752,2.277655,559.443934,15.55328,1.56654,-0.401962,-0.0028,0.027801,1.195,559.443934
19.196,-0.788363,2.278467,559.615586,15.454879,1.497589,-0.402174,-0.002676,0.027617,1.196,559.615586
19.197,-0.788907,2.278424,559.616655,15.520544,1.451456,-0.402254,-0.002594,0.027734,1.197,559.616655
19.198,-0.788845,2.189196,559.446239,15.491983,1.428074,-0.414264,-0.002553,0.027692,1.198,559.446239
19.199,-0.788607,2.279404,559.444601,15.422054,1.382405,-0.402517,-0.002471,0.027567,1.199,559.444601
19.2,-0.789221,2.190229,559.618515,15.393677,1.313046,-0.414572,-0.002346,0.027507,1.2,559.618515
