,Fx,Fy,Fz,Mx,My,Mz,CoPx,CoPy,Time
2.85,-12.670532,5.06473,603.627323,-64.390375,-3.484913,-1.808659,0.005773,-0.106672,0.262
2.851,-12.581904,4.612715,604.819411,-64.528495,-3.459856,-2.63832,0.00572,-0.106691,0.263
2.852,-12.935774,4.795246,605.164031,-64.60375,-3.475161,-2.225799,0.005743,-0.106754,0.264
2.853,-12.406113,5.241409,606.378223,-64.726345,-3.471072,-1.791466,0.005724,-0.106743,0.265
2.854,-11.962633,5.054972,606.885905,-64.878203,-3.429198,-2.63332,0.00565,-0.106903,0.266
2.855,-12.405964,4.884254,607.744121,-64.969755,-3.379252,-2.122058,0.00556,-0.106903,0.267
2.856,-12.13986,5.328838,608.267723,-65.025478,-3.342475,-1.819679,0.005495,-0.106903,0.268
2.857,-11.342994,5.32063,608.607306,-65.088604,-3.35246,-2.604168,0.005508,-0.106947,0.269
2.858,-11.697541,5.061286,608.781214,-65.176822,-3.298627,-2.030554,0.005418,-0.107061,0.27
2.859,-11.786313,5.328736,609.300363,-65.222827,-3.325105,-1.819494,0.005457,-0.107045,0.271
2.86,-10.900398,5.676655,609.637737,-65.303339,-3.284003,-2.563343,0.005387,-0.107118,0.272
2.861,-10.901086,5.416461,609.817583,-65.392506,-3.259529,-1.956102,0.005345,-0.107233,0.273
2.862,-11.255389,5.595896,609.988388,-65.433573,-3.29882,-1.807571,0.005408,-0.10727,0.274
2.863,-10.634344,5.943771,610.153686,-65.480605,-3.293611,-2.5347,0.005398,-0.107318,0.275
2.864,-10.368793,5.860701,609.47794,-65.480818,-3.279701,-1.910862,0.005381,-0.107438,0.276
2.865,-10.722555,5.683764,609.133701,-65.472167,-3.250759,-1.819578,0.005337,-0.107484,0.277
2.866,-10.45566,6.120735,609.296471,-65.522821,-3.216227,-2.50114,0.005279,-0.107538,0.278
2.867,-9.925075,6.305817,608.791816,-65.503881,-3.211746,-1.824741,0.005276,-0.107597,0.279
2.868,-10.101749,6.039004,608.448706,-65.490819,-3.220842,-1.836628,0.005294,-0.107636,0.28
2.869,-10.100071,6.299827,607.922074,-65.401701,-3.199155,-2.477468,0.005262,-0.107582,0.281
2.87,-9.568644,6.661457,607.419044,-65.391233,-3.148585,-1.767392,0.005184,-0.107654,0.282
2.871,-9.657384,6.392537,606.733917,-65.37804,-3.154161,-1.877663,0.005199,-0.107754,0.283
2.872,-9.922007,6.476934,606.378647,-65.313016,-3.168141,-2.444121,0.005225,-0.10771,0.284
2.873,-9.390108,6.92808,605.530854,-65.241368,-3.117396,-1.722174,0.005148,-0.107742,0.285
2.874,-9.211636,6.835753,604.330658,-65.204168,-3.087403,-1.906879,0.005109,-0.107895,0.286
2.875,-9.475697,6.655554,603.630566,-65.127168,-3.055237,-2.403603,0.005061,-0.107892,0.287
2.876,-9.387266,7.01719,602.783002,-64.984488,-3.072176,-1.676919,0.005097,-0.107807,0.288
2.877,-9.032142,7.191408,601.408753,-64.861689,-3.056432,-1.941068,0.005082,-0.10785,0.289
2.878,-9.296772,6.920616,600.543159,-64.813521,-3.048017,-2.382515,0.005075,-0.107925,0.29
2.879,-9.473403,7.195093,599.518696,-64.698948,-3.054395,-1.660706,0.005095,-0.107918,0.291
2.88,-9.02796,7.4579,598.141079,-64.645875,-2.942076,-1.987094,0.004919,-0.108078,0.292
2.881,-9.026383,7.27815,596.58821,-64.537625,-2.966609,-2.376062,0.004973,-0.108178,0.293
2.882,-9.468127,7.373087,595.049725,-64.381253,-2.917492,-1.661203,0.004903,-0.108195,0.294
2.883,-9.28926,7.545832,594.187143,-64.289658,-2.887357,-2.073979,0.004859,-0.108198,0.295
2.884,-9.110493,7.543906,592.465066,-64.223686,-2.880118,-2.371816,0.004861,-0.108401,0.296
2.885,-9.640857,7.552064,591.265528,-64.0626,-2.880808,-1.695473,0.004872,-0.108348,0.297
2.886,-9.727396,7.72385,589.886257,-63.93753,-2.840838,-2.149094,0.004816,-0.10839,0.298
2.887,-9.460427,7.987956,588.681105,-63.785781,-2.851921,-2.418172,0.004845,-0.108354,0.299
2.888,-9.813759,7.906691,587.312579,-63.65371,-2.867543,-1.7538,0.004882,-0.108381,0.3
2.889,-10.254264,7.989937,585.929498,-63.523297,-2.844621,-2.25305,0.004855,-0.108415,0.301
2.89,-10.076521,8.254826,585.069161,-63.37154,-2.905732,-2.447805,0.004966,-0.108315,0.302
2.891,-10.341618,8.172149,583.702607,-63.239429,-2.917487,-1.824156,0.004998,-0.108342,0.303
2.892,-10.782145,8.167741,582.488006,-63.071921,-2.871213,-2.34493,0.004929,-0.10828,0.304
2.893,-10.603297,8.610315,581.456721,-62.961927,-2.862945,-2.448453,0.004924,-0.108283,0.305
2.894,-10.603313,8.61606,580.090053,-62.768824,-2.861922,-1.887209,0.004934,-0.108205,0.306
2.895,-11.044661,8.522758,578.705346,-62.629937,-2.885089,-2.420136,0.004985,-0.108224,0.307
2.896,-11.219804,8.789035,577.328434,-62.445492,-2.893826,-2.4661,0.005012,-0.108163,0.308
2.897,-11.219069,9.148353,576.13531,-62.301599,-2.915794,-1.929001,0.005061,-0.108137,0.309
2.898,-11.483265,8.965648,575.095097,-62.158488,-2.930576,-2.507341,0.005096,-0.108084,0.31
2.899,-11.746955,9.322642,573.716408,-62.044243,-2.942959,-2.467095,0.00513,-0.108144,0.311
2.9,-11.569213,9.769123,572.525829,-61.839272,-2.910593,-1.941813,0.005084,-0.108011,0.312
2.901,-11.743896,9.763712,571.143333,-61.704943,-2.921127,-2.503472,0.005115,-0.108038,0.313
2.902,-12.007193,9.855948,569.592366,-61.545767,-2.910389,-2.393484,0.00511,-0.108052,0.314
2.903,-12.095282,10.214348,568.569249,-61.368383,-2.913706,-1.930686,0.005125,-0.107935,0.315
2.904,-12.093657,10.297211,567.530413,-61.238382,-2.915624,-2.537913,0.005137,-0.107903,0.316
2.905,-12.269018,10.389139,566.15636,-61.047018,-2.923697,-2.319866,0.005164,-0.107827,0.317
2.906,-12.621953,10.747239,565.128832,-60.934213,-2.89373,-1.931435,0.00512,-0.107824,0.318
2.907,-12.442851,10.829693,563.919639,-60.771896,-2.864247,-2.538568,0.005079,-0.107767,0.319
2.908,-12.707193,10.921753,562.545342,-60.646097,-2.876563,-2.303781,0.005113,-0.107807,0.32
2.909,-13.059748,11.102595,561.516636,-60.459034,-2.846701,-1.948823,0.00507,-0.107671,0.321
2.91,-12.79245,11.184706,560.652646,-60.362492,-2.812927,-2.53908,0.005017,-0.107665,0.322
2.911,-12.879625,11.276949,559.279882,-60.171854,-2.770526,-2.246531,0.004954,-0.107588,0.323
2.912,-13.320984,11.367439,558.424564,-60.078337,-2.768473,-1.944309,0.004958,-0.107585,0.324
2.913,-13.230589,11.361791,557.558164,-59.977242,-2.743033,-2.522591,0.00492,-0.107571,0.325
2.914,-13.141786,11.453211,556.533615,-59.787009,-2.738342,-2.196403,0.00492,-0.107427,0.326
2.915,-13.494464,11.454861,555.160401,-59.656786,-2.663174,-1.956481,0.004797,-0.107459,0.327
2.916,-13.580356,11.628629,554.289564,-59.563834,-2.64552,-2.510991,0.004773,-0.10746,0.328
2.917,-13.491591,11.721119,553.608247,-59.439417,-2.640407,-2.127204,0.004769,-0.107367,0.329
2.918,-13.668342,11.54409,552.581342,-59.300732,-2.603245,-1.944743,0.004711,-0.107316,0.33
2.919,-13.665572,11.627755,551.369621,-59.20396,-2.535813,-2.494272,0.004599,-0.107376,0.331
2.92,-13.576781,11.809173,550.689258,-59.083978,-2.530553,-2.064935,0.004595,-0.107291,0.332
2.921,-13.665658,11.631466,550.006198,-58.944931,-2.535315,-1.956886,0.00461,-0.107171,0.333
2.922,-13.752046,11.539535,548.793961,-58.839769,-2.564099,-2.465821,0.004672,-0.107217,0.334
2.923,-13.751661,11.632918,547.940584,-58.748483,-2.540012,-2.007676,0.004636,-0.107217,0.335
2.924,-13.663114,11.632084,547.429803,-58.716293,-2.55927,-1.95733,0.004675,-0.107258,0.336
2.925,-13.749986,11.451296,546.218416,-58.607262,-2.542044,-2.420511,0.004654,-0.107296,0.337
2.926,-13.749703,11.456563,545.5366,-58.478923,-2.540865,-1.950343,0.004658,-0.107195,0.338
2.927,-13.573127,11.365885,544.855467,-58.344253,-2.533243,-1.928635,0.004649,-0.107082,0.339
2.928,-13.572478,11.184807,544.333614,-58.300814,-2.557705,-2.374984,0.004699,-0.107105,0.34
2.929,-13.749183,11.012566,543.308884,-58.229572,-2.565399,-1.871215,0.004722,-0.107176,0.341
2.93,-13.483129,11.100354,543.138995,-58.201514,-2.529798,-1.899939,0.004658,-0.107158,0.342
2.931,-13.393384,10.91976,542.274725,-58.158889,-2.503884,-2.271837,0.004617,-0.10725,0.343
2.932,-13.393862,10.835331,541.596736,-58.092017,-2.549222,-1.780088,0.004707,-0.107261,0.344
2.933,-13.305522,10.744894,541.254494,-58.022061,-2.545659,-1.866396,0.004703,-0.107199,0.345
2.934,-13.039048,10.654744,540.734449,-57.984341,-2.556673,-2.168829,0.004728,-0.107233,0.346
2.935,-13.038406,10.482189,539.882622,-57.946264,-2.53281,-1.664932,0.004691,-0.107331,0.347
2.936,-13.126212,10.482401,539.362447,-57.912972,-2.514155,-1.773026,0.004661,-0.107373,0.348
2.937,-12.682608,10.389383,538.848463,-57.875581,-2.471295,-2.065554,0.004586,-0.107406,0.349
2.938,-12.771594,10.128803,538.169023,-57.800352,-2.520715,-1.532974,0.004684,-0.107402,0.35
2.939,-12.859799,9.9487,537.82336,-57.790836,-2.479882,-1.722355,0.004611,-0.107453,0.351
2.94,-12.504528,9.858966,537.476703,-57.786456,-2.463391,-1.950293,0.004583,-0.107514,0.352
2.941,-12.328959,9.597747,536.971796,-57.744842,-2.477102,-1.400789,0.004613,-0.107538,0.353
2.942,-12.416447,9.328722,536.454017,-57.698026,-2.459542,-1.635763,0.004585,-0.107554,0.354
2.943,-12.238933,9.326071,536.281292,-57.664567,-2.428754,-1.842006,0.004529,-0.107527,0.355
2.944,-11.973502,9.153099,535.604622,-57.660009,-2.415257,-1.321282,0.004509,-0.107654,0.356
2.945,-11.973363,8.706747,535.258012,-57.637821,-2.370469,-1.572906,0.004429,-0.107682,0.357
2.946,-11.796512,8.616649,535.258517,-57.633505,-2.362432,-1.67598,0.004414,-0.107674,0.358
2.947,-11.442252,8.621785,534.750276,-57.604509,-2.32117,-1.205706,0.004341,-0.107722,0.359
2.948,-11.353743,8.176113,534.575562,-57.615155,-2.341091,-1.474282,0.004379,-0.107777,0.36
2.949,-11.264895,7.998362,534.231134,-57.672396,-2.337278,-1.548653,0.004375,-0.107954,0.361
2.95,-10.999919,7.913577,534.240715,-57.671467,-2.323535,-1.073439,0.004349,-0.10795,0.362
2.951,-10.911406,7.553485,534.24108,-57.653092,-2.274916,-1.377703,0.004258,-0.107916,0.363
2.952,-10.823063,7.287236,534.240133,-57.640419,-2.270961,-1.439946,0.004251,-0.107892,0.364
2.953,-10.822877,7.202868,534.074557,-57.605971,-2.246851,-0.981559,0.004207,-0.107861,0.365
2.954,-10.556672,6.933634,533.899712,-57.690798,-2.21224,-1.307689,0.004144,-0.108055,0.366
2.955,-10.380352,6.755995,533.730186,-57.650144,-2.22711,-1.307629,0.004173,-0.108014,0.367
2.956,-10.469683,6.493058,533.73746,-57.639574,-2.230749,-0.889949,0.004179,-0.107992,0.368
2.957,-10.114564,6.311645,533.563842,-57.662934,-2.192013,-1.244833,0.004108,-0.108071,0.369
2.958,-9.849875,6.135099,533.736409,-57.688351,-2.156069,-1.20388,0.00404,-0.108084,0.37
2.959,-10.026609,5.961185,533.395937,-57.681633,-2.117797,-0.848656,0.00397,-0.10814,0.371
2.96,-9.760158,5.957026,533.738117,-57.745757,-2.106034,-1.186803,0.003946,-0.108191,0.372
2.961,-9.672789,5.869722,533.738734,-57.742445,-2.1015,-1.100429,0.003937,-0.108185,0.373
2.962,-9.672789,5.869722,533.738734,-57.742445,-2.1015,-1.100429,0.003937,-0.108185,0.374
2.963,-9.672789,5.869722,533.738734,-57.742445,-2.1015,-1.100429,0.003937,-0.108185,0.375
2.964,-9.141582,5.514746,534.086981,-57.792767,-2.030096,-1.042351,0.003801,-0.108209,0.376
2.965,-9.230524,5.161692,533.921546,-57.744656,-2.011197,-0.727731,0.003767,-0.108152,0.377
2.966,-9.230347,5.069512,534.086544,-57.836707,-1.989122,-1.128364,0.003724,-0.108291,0.378
2.967,-9.053569,5.159813,534.260787,-57.809407,-1.956943,-0.967542,0.003663,-0.108204,0.379
2.968,-9.053791,4.98419,534.094213,-57.835148,-1.979778,-0.727556,0.003707,-0.108286,0.38
2.969,-9.054057,4.714284,534.432275,-57.885846,-1.980944,-1.128072,0.003707,-0.108313,0.381
2.97,-8.876814,4.804166,534.60853,-57.924252,-1.948891,-0.933621,0.003645,-0.108349,0.382
2.971,-8.877568,4.716916,534.440926,-57.888386,-1.971718,-0.739278,0.003689,-0.108316,0.383
2.972,-8.877326,4.446795,534.607203,-57.906313,-1.949932,-1.13974,0.003647,-0.108316,0.384
2.973,-8.878105,4.449031,534.780733,-57.940322,-1.926195,-0.93336,0.003602,-0.108344,0.385
2.974,-8.878448,4.271931,534.957584,-57.965577,-1.903139,-0.750746,0.003558,-0.108355,0.386
2.975,-8.788818,4.092048,534.949922,-58.020822,-1.899754,-1.156209,0.003551,-0.10846,0.387
2.976,-8.877561,4.006187,535.295083,-58.083187,-1.903184,-0.92102,0.003555,-0.108507,0.388
2.977,-8.878503,4.005415,535.471887,-58.050934,-1.880237,-0.796063,0.003511,-0.108411,0.389
2.978,-8.789313,3.737792,535.635029,-58.134852,-1.899685,-1.189565,0.003547,-0.108534,0.39
2.979,-8.967433,3.56158,535.297384,-58.127659,-1.908187,-0.915968,0.003565,-0.108589,0.391
2.98,-8.968382,3.562482,535.984321,-58.193386,-1.907666,-0.858317,0.003559,-0.108573,0.392
2.981,-8.968279,3.382689,535.977486,-58.248533,-1.954657,-1.24712,0.003647,-0.108677,0.393
2.982,-9.057646,3.208311,536.152645,-58.274225,-1.981261,-0.966361,0.003695,-0.10869,0.394
2.983,-9.146762,3.118552,536.497924,-58.335247,-1.985754,-0.961429,0.003701,-0.108733,0.395
2.984,-8.970066,3.02711,536.66539,-58.362423,-2.001096,-1.304538,0.003729,-0.10875,0.396
2.985,-9.058889,2.852775,536.83948,-58.453779,-1.981567,-1.023699,0.003691,-0.108885,0.397
2.986,-9.148826,2.674121,537.014653,-58.543423,-2.055501,-1.03092,0.003828,-0.109016,0.398
2.987,-9.061369,2.58295,537.523882,-58.570215,-2.074877,-1.39082,0.00386,-0.108963,0.399
2.988,-9.238595,2.409866,537.868544,-58.628658,-2.082241,-1.069249,0.003871,-0.109002,0.4
2.989,-9.239197,2.232019,538.212222,-58.751035,-2.128566,-1.126828,0.003955,-0.10916,0.401
2.99,-9.151144,2.140334,538.380202,-58.778052,-2.148225,-1.453135,0.00399,-0.109176,0.402
2.991,-9.241267,1.877535,538.728621,-58.832551,-2.197847,-1.12677,0.00408,-0.109206,0.403
2.992,-9.419585,1.609889,539.244294,-58.917315,-2.229904,-1.196189,0.004135,-0.109259,0.404
2.993,-9.331322,1.607909,539.754031,-59.014111,-2.249075,-1.510555,0.004167,-0.109335,0.405
2.994,-9.420763,1.524332,540.099443,-59.077209,-2.298032,-1.16038,0.004255,-0.109382,0.406
2.995,-9.421922,1.34593,540.441138,-59.133545,-2.344495,-1.309151,0.004338,-0.109417,0.407
2.996,-9.422823,1.255506,541.125274,-59.258894,-2.437077,-1.561206,0.004504,-0.10951,0.408
2.997,-9.424198,1.170354,541.645202,-59.288996,-2.505193,-1.251744,0.004625,-0.109461,0.409
2.998,-9.513832,0.99187,541.814868,-59.378128,-2.532947,-1.383721,0.004675,-0.109591,0.41
2.999,-9.603684,0.813367,542.327059,-59.466509,-2.652836,-1.607048,0.004892,-0.109651,0.411
3,-9.517446,0.728273,542.676698,-59.529921,-2.73985,-1.280895,0.005049,-0.109697,0.412
3.001,-9.69536,0.636925,543.189452,-59.622276,-2.772041,-1.499196,0.005103,-0.109763,0.413
3.002,-9.608553,0.45882,543.874962,-59.678588,-2.860163,-1.664814,0.005259,-0.109729,0.414
3.003,-9.610371,0.461741,544.224399,-59.680079,-2.951503,-1.367456,0.005423,-0.109661,0.415
3.004,-9.522242,0.459754,544.5671,-59.810342,-2.993828,-1.557074,0.005498,-0.109831,0.416
3.005,-9.523877,0.371356,545.080771,-59.837988,-3.155118,-1.694169,0.005788,-0.109778,0.417
3.006,-9.525827,0.374373,545.773468,-59.904959,-3.246303,-1.396776,0.005948,-0.109762,0.418
3.007,-9.350003,0.372205,546.288645,-59.936857,-3.307392,-1.603172,0.006054,-0.109716,0.419
3.008,-9.35195,0.550199,546.630649,-59.944721,-3.445352,-1.694818,0.006303,-0.109662,0.42
3.009,-9.442095,0.553558,546.978142,-59.945917,-3.540826,-1.414302,0.006473,-0.109595,0.421
3.01,-9.354196,0.552211,547.319456,-60.01038,-3.629099,-1.637645,0.006631,-0.109644,0.422
3.011,-9.267207,0.640294,548.007961,-60.014365,-3.670777,-1.666455,0.006698,-0.109514,0.423
3.012,-9.268813,0.644495,548.354806,-60.081351,-3.807934,-1.402899,0.006944,-0.109567,0.424
3.013,-9.268868,0.819279,548.524357,-60.120945,-3.877625,-1.667059,0.007069,-0.109605,0.425
3.014,-9.093964,0.819687,549.042213,-60.154047,-3.98416,-1.667261,0.007257,-0.109562,0.426
3.015,-9.095366,0.911406,549.217631,-60.192456,-4.052409,-1.41557,0.007379,-0.109597,0.427
3.016,-9.096029,0.998289,549.730529,-60.227768,-4.167958,-1.66776,0.007582,-0.109559,0.428
3.017,-8.91977,1.087878,549.903309,-60.199627,-4.228259,-1.655949,0.007689,-0.109473,0.429
3.018,-8.92048,1.18016,550.247745,-60.27061,-4.273217,-1.437813,0.007766,-0.109534,0.43
3.019,-8.920573,1.089588,550.24429,-60.330663,-4.319978,-1.689858,0.007851,-0.109643,0.431
3.02,-8.833531,1.267101,550.590353,-60.339232,-4.407665,-1.673312,0.008005,-0.10959,0.432
3.021,-8.835949,1.269263,551.111605,-60.373158,-4.522223,-1.433572,0.008206,-0.109548,0.433
3.022,-8.747843,1.267007,550.937143,-60.404759,-4.587891,-1.714522,0.008327,-0.10964,0.434
3.023,-8.660708,1.445495,551.283177,-60.413665,-4.675313,-1.640412,0.008481,-0.109587,0.435
3.024,-8.662371,1.536078,551.631169,-60.418783,-4.766853,-1.446277,0.008641,-0.109528,0.436
3.025,-8.57399,1.445588,551.799743,-60.446041,-4.832323,-1.715116,0.008757,-0.109543,0.437
3.026,-8.398926,1.359017,552.316586,-60.475379,-4.938474,-1.645738,0.008941,-0.109494,0.438
3.027,-8.399913,1.449546,552.320248,-60.480682,-4.984037,-1.451558,0.009024,-0.109503,0.439
3.028,-8.223332,1.447373,552.317816,-60.479488,-5.068415,-1.749302,0.009177,-0.109501,0.44
3.029,-8.224855,1.359202,552.494573,-60.443102,-5.137483,-1.612569,0.009299,-0.1094,0.441
3.03,-8.225725,1.538463,552.840022,-60.517848,-5.182824,-1.464012,0.009375,-0.109467,0.442
3.031,-7.961792,1.447825,553.525517,-60.578242,-5.262695,-1.732814,0.009508,-0.109441,0.443
3.032,-7.963311,1.361215,553.355663,-60.607596,-5.377662,-1.62998,0.009718,-0.109527,0.444
3.033,-7.876357,1.363113,553.702188,-60.608439,-5.465032,-1.498196,0.00987,-0.10946,0.445
3.034,-7.610904,1.360544,553.70063,-60.673204,-5.499143,-1.779019,0.009932,-0.109578,0.446
3.035,-7.61215,1.274125,554.21816,-60.702499,-5.567606,-1.61833,0.010046,-0.109528,0.447
3.036,-7.524861,1.18636,554.221859,-60.699227,-5.609331,-1.498407,0.010121,-0.109522,0.448
3.037,-7.34822,1.183385,554.393359,-60.730879,-5.670786,-1.762419,0.010229,-0.109545,0.449
3.038,-7.349673,1.097247,554.56687,-60.760418,-5.73933,-1.601827,0.010349,-0.109564,0.45
3.039,-7.439275,1.09815,554.74021,-60.727701,-5.812465,-1.527594,0.010478,-0.109471,0.451
3.04,-7.174578,1.00716,554.911912,-60.821274,-5.869594,-1.762811,0.010578,-0.109605,0.452
3.041,-7.08709,1.097772,555.087604,-60.793781,-5.933865,-1.585425,0.01069,-0.109521,0.453
3.042,-6.998732,0.922024,555.087447,-60.851508,-5.975497,-1.544712,0.010765,-0.109625,0.454
3.043,-6.912099,1.008282,555.432511,-60.920266,-6.11013,-1.746567,0.011001,-0.109681,0.455
3.044,-6.647406,1.010908,555.436105,-60.922084,-6.142807,-1.557135,0.011059,-0.109683,0.456
3.045,-6.646935,0.923337,555.263202,-60.950845,-6.16574,-1.545225,0.011104,-0.109769,0.457
3.046,-6.560405,0.74348,555.607938,-60.941476,-6.254468,-1.734799,0.011257,-0.109684,0.458
3.047,-6.472347,0.923062,555.783514,-60.984082,-6.272459,-1.511782,0.011286,-0.109726,0.459
3.048,-6.383849,0.834359,555.268565,-61.013047,-6.291605,-1.540692,0.011331,-0.10988,0.46
3.049,-6.38385,0.744761,555.26508,-61.073436,-6.3381,-1.735173,0.011415,-0.10999,0.461
3.05,-6.207969,0.835408,555.78608,-61.046424,-6.351816,-1.483187,0.011429,-0.109838,0.462
3.051,-6.120619,0.834329,555.788363,-61.046444,-6.394006,-1.524051,0.011504,-0.109838,0.463
3.052,-6.120044,0.656562,555.612109,-61.069963,-6.417433,-1.706464,0.01155,-0.109915,0.464
3.053,-6.120493,0.571567,555.441885,-61.099927,-6.485811,-1.488359,0.011677,-0.110002,0.465
3.054,-6.03321,0.658442,555.445152,-61.104046,-6.528119,-1.541238,0.011753,-0.110009,0.466
3.055,-5.945219,0.48007,555.614546,-61.127772,-6.547314,-1.706758,0.011784,-0.110018,0.467
3.056,-5.944826,0.571622,555.445948,-61.166208,-6.569603,-1.454976,0.011828,-0.110121,0.468
3.057,-5.945487,0.571664,555.443832,-61.165798,-6.615743,-1.546326,0.011911,-0.110121,0.469
3.058,-5.769044,0.47991,555.446823,-61.161282,-6.608155,-1.673321,0.011897,-0.110112,0.47
3.059,-5.769117,0.394795,555.448074,-61.223956,-6.653426,-1.455128,0.011978,-0.110224,0.471
3.06,-5.768973,0.305615,555.104379,-61.219241,-6.746072,-1.558531,0.012153,-0.110284,0.472
3.061,-5.416102,0.303611,555.107607,-61.219539,-6.77576,-1.673723,0.012206,-0.110284,0.473
3.062,-5.5941,0.217405,555.281182,-61.24913,-6.760539,-1.421724,0.012175,-0.110303,0.474
3.063,-5.594255,0.040146,555.279142,-61.305891,-6.806836,-1.512982,0.012258,-0.110406,0.475
3.064,-5.417545,-0.049611,555.108796,-61.26877,-6.867981,-1.616241,0.012372,-0.110373,0.476
3.065,-5.506416,-0.046717,555.281007,-61.302389,-6.894453,-1.426799,0.012416,-0.110399,0.477
3.066,-5.329537,-0.136312,554.938117,-61.298223,-6.932573,-1.530067,0.012493,-0.11046,0.478
3.067,-5.240987,-0.137042,554.937632,-61.298046,-6.928521,-1.604434,0.012485,-0.110459,0.479
3.068,-5.241531,-0.134586,555.111786,-61.33196,-6.950859,-1.39815,0.012522,-0.110486,0.48
3.069,-5.24151,-0.403243,554.939627,-61.285685,-6.928801,-1.558666,0.012486,-0.110437,0.481
3.07,-5.15375,-0.402665,554.939424,-61.285906,-6.970542,-1.575611,0.012561,-0.110437,0.482
3.071,-5.065835,-0.400742,554.77226,-61.254634,-6.988903,-1.35252,0.012598,-0.110414,0.483
3.072,-5.066071,-0.402548,554.942302,-61.286166,-7.058543,-1.559007,0.012719,-0.110437,0.484
3.073,-4.976685,-0.490311,554.596475,-61.282411,-7.00813,-1.56375,0.012636,-0.110499,0.485
3.074,-4.889479,-0.490111,554.947602,-61.283465,-7.049811,-1.364536,0.012704,-0.110431,0.486
3.075,-4.711872,-0.491787,554.774847,-61.250341,-7.018757,-1.513216,0.012652,-0.110406,0.487
3.076,-4.711804,-0.579741,554.773864,-61.246242,-7.018639,-1.501201,0.012651,-0.110399,0.488
3.077,-4.712925,-0.579103,555.123048,-61.247001,-7.064453,-1.318829,0.012726,-0.11033,0.489
