,Fx,Fy,Fz,Mx,My,Mz,CoPx,CoPy,Time
8.13,-0.270518,-0.208054,-1.712146,0.160993,0.243414,-0.096668,0,0,5.542
8.131,-0.181726,-0.206117,-1.883437,0.258597,0.22508,0.001632,0,0,5.543
8.132,0.348858,-0.20581,-1.876858,0.191132,0.204513,0.092801,0,0,5.544
8.133,-0.092971,-0.118416,-1.711597,0.156335,0.20612,-0.084819,0,0,5.545
8.134,-0.270708,-0.205985,-1.883681,0.193031,0.220838,0.018372,0,0,5.546
8.135,0.083157,-0.20556,-1.708309,0.224741,0.214979,0.076024,0,0,5.547
8.136,-0.005108,-0.118435,-1.711667,0.221744,0.210381,-0.101605,0,0,5.548
8.137,-0.270201,-0.2062,-2.055467,0.225802,0.243789,0.018426,0,0,5.549
8.138,-0.094154,-0.294977,-1.708234,0.229494,0.206196,0.064079,0,0,5.55
8.139,0.260566,-0.119187,-1.53682,0.188285,0.246072,-0.084635,0,0,5.551
8.14,-0.270306,-0.117176,-1.711252,0.155887,0.244093,0.064011,0,0,5.552
8.141,-0.18232,-0.207225,-1.707806,0.159891,0.247894,0.068947,0,0,5.553
8.142,0.260499,-0.031233,-1.535837,0.184187,0.245954,-0.09665,0,0,5.554
8.143,-0.004354,-0.117502,-1.70958,0.220998,0.256786,0.04731,0,0,5.555
8.144,-0.270474,-0.117338,-1.538708,0.188841,0.221067,0.064019,0,0,5.556
8.145,0.083999,-0.11861,-1.710169,0.15588,0.214571,-0.084779,0,0,5.557
8.146,0.083466,-0.117726,-1.535851,0.187933,0.237968,0.064098,0,0,5.558
8.147,-0.181663,-0.116932,-1.711767,0.155727,0.24841,0.047208,0,0,5.559
8.148,-0.005073,-0.208165,-1.538688,0.193334,0.233156,-0.113422,0,0,5.56
8.149,0.260127,-0.205754,-1.706881,0.224287,0.22343,0.076064,0,0,5.561
8.15,-0.182065,-0.205741,-1.884195,0.192872,0.225155,0.00157,0,0,5.562
8.151,-0.182735,-0.208534,-1.709135,0.226362,0.201414,-0.079906,0,0,5.563
8.152,0.171484,-0.205998,-1.706366,0.224446,0.219112,0.092866,0,0,5.564
8.153,-0.09353,-0.20646,-1.538233,0.192822,0.22937,0.018509,0,0,5.565
8.154,-0.270177,-0.118443,-1.71365,0.156694,0.243746,-0.084762,0,0,5.566
8.155,0.171793,-0.118164,-1.533909,0.187638,0.242101,0.08094,0,0,5.567
8.156,0.1717,-0.119139,-1.533879,0.187973,0.241836,0.023376,0,0,5.568
8.157,-0.270345,-0.118604,-1.541106,0.189648,0.22072,-0.084754,0,0,5.569
8.158,-0.093437,-0.205485,-1.538263,0.192486,0.229635,0.076073,0,0,5.57
8.159,0.083064,-0.206535,-1.70828,0.225077,0.214713,0.01846,0,0,5.571
8.16,-0.182018,-0.119043,-1.539163,0.189353,0.224853,-0.067912,0,0,5.572
8.161,-0.182288,-0.205448,-1.881768,0.1924,0.225237,0.092779,0,0,5.573
8.162,0.17164,-0.118337,-1.707811,0.220819,0.218913,-0.010357,0,0,5.574
8.163,-0.005765,-0.208728,-1.707706,0.225908,0.209865,-0.079866,0,0,5.575
8.164,-0.182456,-0.20561,-1.709224,0.225355,0.202211,0.092787,0,0,5.576
8.165,0.083312,-0.117899,-1.709754,0.221114,0.21478,-0.027199,0,0,5.577
8.166,0.171955,-0.117655,-1.710268,0.220954,0.219097,-0.044001,0,0,5.578
8.167,-0.182147,-0.117776,-1.536766,0.188546,0.2252,0.080861,0,0,5.579
8.168,-0.00533,-0.118143,-1.709239,0.221273,0.210462,-0.010397,0,0,5.58
8.169,0.260151,-0.117998,-1.365064,0.155179,0.223386,-0.027124,0,0,5.581
8.17,-0.093096,-0.115875,-1.539766,0.188187,0.229967,0.087979,0,0,5.582
8.171,-0.093455,-0.207273,-1.710747,0.160203,0.25213,-0.039064,0,0,5.583
8.172,0.171614,-0.207265,-1.708764,0.225253,0.218765,-0.055907,0,0,5.584
8.173,-0.005043,-0.028078,-1.88086,0.183548,0.233901,0.092709,0,0,5.585
8.174,-0.270425,-0.207079,-1.712176,0.160657,0.243679,-0.039103,0,0,5.586
8.175,0.083516,-0.207467,-1.709319,0.159748,0.260581,-0.039024,0,0,5.587
8.176,0.08301,-0.206081,-1.878396,0.191651,0.23782,0.10966,0,0,5.588
8.177,-0.270464,-0.118623,-2.054588,0.156408,0.197404,-0.051311,0,0,5.589
8.178,-0.093831,-0.207154,-1.882222,0.192912,0.229023,-0.039152,0,0,5.59
8.179,0.171826,-0.116388,-1.70787,0.220147,0.219444,0.104772,0,0,5.591
8.18,-0.182394,-0.118923,-1.710638,0.222063,0.201746,-0.068,0,0,5.592
8.181,-0.182642,-0.207559,-1.709164,0.226026,0.20168,-0.022342,0,0,5.593
8.182,0.083533,-0.20568,-1.536834,0.192032,0.238086,0.076113,0,0,5.594
8.183,-0.004879,-0.119075,-1.710279,0.155944,0.256329,-0.067881,0,0,5.595
8.184,-0.181756,-0.117906,-1.711737,0.156063,0.248144,-0.010356,0,0,5.596
8.185,-0.005177,-0.11797,-1.535337,0.188092,0.233651,0.0809,0,0,5.597
8.186,-0.005423,-0.119118,-1.70921,0.221609,0.210197,-0.067961,0,0,5.598
8.187,-0.182469,-0.11811,-1.538124,0.254682,0.178986,-0.010428,0,0,5.599
8.188,-0.093944,-0.205271,-1.366477,0.159715,0.206685,0.07602,0,0,5.6
8.189,0.08284,-0.207414,-1.364989,0.159932,0.214604,-0.039069,0,0,5.601
8.19,-0.093973,-0.118387,-1.708725,0.221432,0.206145,0.006406,0,0,5.602
8.191,-0.00517,-0.205122,-1.710252,0.225036,0.210846,0.059182,0,0,5.603
8.192,0.083764,-0.118831,-1.710793,0.155785,0.260647,-0.084683,0,0,5.604
8.193,-0.004861,-0.117288,-1.537794,0.188228,0.233835,0.047256,0,0,5.605
8.194,-0.093504,-0.117532,-1.53728,0.188387,0.229518,0.064059,0,0,5.606
8.195,0.082779,-0.206612,-1.538921,0.192778,0.191681,-0.072802,0,0,5.607
8.196,0.083405,-0.116924,-1.709783,0.220778,0.215045,0.030365,0,0,5.608
8.197,-0.094219,-0.117036,-1.709513,0.155371,0.206485,0.063908,0,0,5.609
8.198,-0.005555,-0.119022,-1.365949,0.156129,0.210353,-0.067926,0,0,5.61
8.199,0.171601,-0.117267,-1.364579,0.155003,0.219335,0.047242,0,0,5.611
8.2,-0.182208,-0.116974,-1.710698,0.221392,0.202277,0.047128,0,0,5.612
8.201,-0.093751,-0.118679,-1.711152,0.221904,0.206063,-0.084803,0,0,5.613
8.202,0.083131,-0.294489,-1.709262,0.229176,0.214831,0.030474,0,0,5.614
8.203,-0.093565,-0.11673,-1.711212,0.221232,0.206595,0.030326,0,0,5.615
8.204,-0.182052,-0.029313,-1.712142,0.217764,0.202078,-0.056095,0,0,5.616
8.205,-0.005237,-0.117168,-1.709269,0.220937,0.210728,0.047168,0,0,5.617
8.206,0.083064,-0.206535,-1.70828,0.225077,0.214713,0.01846,0,0,5.618
8.207,-0.270345,-0.118604,-1.541106,0.189648,0.22072,-0.084754,0,0,5.619
8.208,-0.005343,-0.294571,-1.881292,0.19638,0.23354,0.047268,0,0,5.62
8.209,0.083131,-0.294489,-1.709262,0.229176,0.214831,0.030474,0,0,5.621
8.21,-0.093209,-0.208624,-1.70996,0.226264,0.251789,-0.096566,0,0,5.622
8.211,-0.004693,-0.117126,-1.710338,0.155273,0.256861,0.047248,0,0,5.623
8.212,0.083373,-0.118701,-1.535822,0.188268,0.237702,0.006534,0,0,5.624
8.213,-0.005423,-0.119118,-1.70921,0.221609,0.210197,-0.067961,0,0,5.625
8.214,-0.09388,-0.117412,-1.708755,0.221097,0.20641,0.06397,0,0,5.626
8.215,0.083064,-0.206535,-1.70828,0.225077,0.214713,0.01846,0,0,5.627
8.216,0.171106,-0.207051,-1.536978,0.192483,0.195814,-0.05596,0,0,5.628
8.217,-0.093435,-0.115498,-1.540524,0.122462,0.230042,0.087917,0,0,5.629
8.218,-0.005567,-0.29545,-1.538002,0.131236,0.23343,-0.010261,0,0,5.63
8.219,0.082907,-0.295368,-1.365972,0.164031,0.214722,-0.027055,0,0,5.631
8.22,-0.094012,-0.117317,-1.365494,0.155616,0.206567,0.064005,0,0,5.632
8.221,-0.093429,-0.118345,-1.709794,0.155768,0.252278,0.006486,0,0,5.633
8.222,0.082971,-0.20751,-1.70825,0.225413,0.214448,-0.039104,0,0,5.634
8.223,-0.09388,-0.117412,-1.708755,0.221097,0.20641,0.06397,0,0,5.635
8.224,-0.182808,-0.117734,-1.538882,0.188957,0.179061,-0.01049,0,0,5.636
8.225,0.08284,-0.207414,-1.364989,0.159932,0.214604,-0.039069,0,0,5.637
8.226,-0.005483,-0.115817,-1.710057,0.154876,0.211068,0.10467,0,0,5.638
8.227,-0.181925,-0.118068,-1.539193,0.189018,0.225119,-0.010347,0,0,5.639
8.228,-0.004812,-0.207029,-1.711262,0.160043,0.256447,-0.055866,0,0,5.64
8.229,0.083157,-0.20556,-1.708309,0.224741,0.214979,0.076024,0,0,5.641
8.23,-0.005296,-0.207873,-1.536261,0.192862,0.233237,-0.022214,0,0,5.642
8.231,-0.005739,-0.1198,-1.706753,0.221473,0.210012,-0.034317,0,0,5.643
8.232,0.082412,-0.295554,-1.534886,0.2619,0.237697,0.064223,0,0,5.644
8.233,-0.005803,-0.207658,-1.364475,0.160092,0.210286,-0.022267,0,0,5.645
8.234,-0.005296,-0.207873,-1.536261,0.192862,0.233237,-0.022214,0,0,5.646
8.235,0.08309,-0.117606,-1.707326,0.220642,0.214861,0.06401,0,0,5.647
8.236,0.083347,-0.207629,-1.536775,0.192703,0.237555,-0.039016,0,0,5.648
8.237,-0.005095,-0.205935,-1.882766,0.192417,0.233606,0.00161,0,0,5.649
8.238,-0.005719,-0.294452,-2.052767,0.22909,0.210432,0.04718,0,0,5.65
8.239,0.171782,-0.207104,-1.881308,0.192299,0.241791,-0.055915,0,0,5.651
8.24,-0.005644,-0.207252,-2.051131,0.225422,0.163973,-0.022495,0,0,5.652
8.241,0.083114,-0.472191,-2.050749,0.171624,0.214409,0.064114,0,0,5.653
8.242,0.083645,-0.384649,-1.880718,0.135286,0.237316,-0.03902,0,0,5.654
8.243,0.083403,-0.028211,-1.881478,0.118094,0.191952,0.018184,0,0,5.655
8.244,-0.004598,-0.204578,-2.054716,0.159222,0.210822,0.059069,0,0,5.656
8.245,0.082868,-0.739138,-1.881065,0.217882,0.19094,-0.072526,0,0,5.657
8.246,-0.00444,0.060798,-1.368228,0.21292,0.211208,0.013512,0,0,5.658
8.247,-0.091403,-0.026084,-2.745973,0.085121,0.252855,0.04205,0,0,5.659
8.248,0.256436,0.056373,1.559011,0.575092,0.201085,-0.060041,0,0,5.66
8.249,-0.528852,2.374918,-1.218713,-0.256115,0.259227,0.026185,0,0,5.661
8.25,-0.712668,-2.686919,-4.807518,0.671382,0.173705,0.016756,0,0,5.662
8.251,0.96348,-0.029119,5.853661,-0.110246,0.214494,0.034107,-0.036643,-0.018834,5.663
8.252,-0.167975,2.734925,-7.235901,0.085076,0.067836,-0.076425,0,0,5.664
8.253,1.41935,-6.752524,-10.137303,-0.423737,0.111597,0.036205,0,0,5.665
8.254,1.845984,-0.206672,10.150542,1.374624,0.374547,0.079232,-0.036899,0.135424,5.666
8.255,-5.726126,12.064011,-2.512661,-0.733446,0.322668,-0.07192,0,0,5.667
8.256,-2.580109,-6.594467,0.171303,1.22454,0.19708,-0.006161,0,0,5.668
8.257,5.474201,-6.591165,1.941884,-0.962586,0.308083,0.159551,0,0,5.669
8.258,-0.25109,7.434585,-10.334671,0.912748,-0.025639,-0.281111,0,0,5.67
8.259,-2.743231,0.514192,1.001467,-0.851249,0.267818,0.180852,0,0,5.671
8.26,3.164984,-10.239214,-4.059254,1.084596,0.073567,-0.014173,0,0,5.672
8.261,1.247468,6.630577,-3.445363,-0.430086,0.416025,-0.048137,0,0,5.673
8.262,-4.429259,5.204585,0.83522,1.0646,0.027701,0.087504,0,0,5.674
8.263,0.780386,-5.800982,3.290466,-0.264581,0.35897,-0.022641,-0.109094,-0.080408,5.675
8.264,1.142498,-0.209046,-1.182544,0.518489,0.150011,-0.072534,0,0,5.676
8.265,-1.938957,4.152365,-8.270612,-0.504372,0.075306,0.109519,0,0,5.677
8.266,1.748672,-3.858752,3.829472,0.790116,0.198054,-0.078337,-0.051718,0.206325,5.678
8.267,0.882727,-0.558369,-4.456675,-0.352575,0.298178,0.034806,0,0,5.679
8.268,-3.632298,2.544437,-1.564086,0.662225,0.108573,0.071782,0,0,5.68
8.269,1.047857,-0.660367,5.352667,-0.113534,0.376575,-0.080048,-0.070353,-0.021211,5.681
8.27,0.784951,-1.984144,-2.548855,0.470884,0.038071,0.02875,0,0,5.682
8.271,-1.948019,1.662053,-2.761149,-0.187577,0.21202,0.170271,0,0,5.683
8.272,1.144438,-0.741894,-3.9325,0.214904,0.148005,-0.212067,0,0,5.684
8.273,2.735444,-1.983534,-4.769149,0.16893,0.199916,0.119926,0,0,5.685
8.274,-2.040199,1.655433,-0.862491,0.109249,0.276107,0.139983,0,0,5.686
8.275,-2.222493,-0.125604,0.684752,0.164234,0.1493,-0.3292,0,0,5.687
8.276,2.995992,-1.189461,-0.123594,0.362033,0.283604,0.183203,0,0,5.688
8.277,0.259508,2.808861,-0.15671,0.245683,0.157495,0.208982,0,0,5.689
8.278,-3.896555,-0.828821,-4.149352,-0.193851,0.205764,-0.380497,0,0,5.69
8.279,2.815236,-4.559734,-2.350181,0.356861,0.109435,0.184226,0,0,5.691
8.28,3.005189,2.986616,0.029197,-0.130852,0.35874,0.216596,0,0,5.692
8.281,-6.106649,1.747304,-2.285216,0.314641,0.127076,-0.396284,0,0,5.693
8.282,0.870971,-4.555192,-0.483576,0.067099,0.179383,0.232339,0,0,5.694
8.283,6.097215,1.030073,-0.965118,0.478498,0.227154,0.201062,0,0,5.695
8.284,-5.392465,3.614055,-4.866449,-0.203243,0.139625,-0.410112,0,0,5.696
8.285,-2.312965,-5.085256,-2.569352,0.099634,0.117772,0.207828,0,0,5.697
8.286,8.041164,-1.634179,-1.631828,0.271248,0.270716,0.145105,0,0,5.698
8.287,-2.917303,5.737881,-1.750852,0.215756,0.260877,-0.318702,0,0,5.699
8.288,-7.090181,-2.33297,0.995126,0.147592,0.100787,0.194513,0,0,5.7
8.289,6.799114,-4.031038,-2.150533,0.289465,0.231182,0.076654,0,0,5.701
8.29,2.921081,5.733718,-2.213658,0.233015,0.240222,-0.227045,0,0,5.702
8.291,-8.143922,0.421401,-2.116572,-0.046931,0.144564,0.180158,0,0,5.703
8.292,1.662669,-7.312702,-0.468943,0.19673,0.212897,-0.024834,0,0,5.704
8.293,6.104833,2.983555,-4.245925,0.025379,0.251093,-0.156117,0,0,5.705
8.294,-4.77764,4.325482,-2.441288,0.153289,0.079465,0.201995,0,0,5.706
8.295,-2.22767,-6.688235,-1.536369,0.177352,0.165356,-0.129117,0,0,5.707
8.296,6.540446,-0.566444,-3.029882,0.356497,0.199791,-0.088986,0,0,5.708
8.297,-1.588429,7.697232,0.321322,0.11751,0.283458,0.306853,0,0,5.709
8.298,-6.91042,-4.286636,-0.903378,0.076985,0.221289,-0.260441,0,0,5.71
8.299,4.409395,-5.181348,-1.489457,0.351194,0.208626,-0.086143,0,0,5.711
8.3,4.428826,7.695285,-0.832643,-0.128473,0.27152,0.364601,0,0,5.712
8.301,-6.902583,-0.822257,-3.665207,0.109319,0.132545,-0.342506,0,0,5.713
8.302,0.514316,-8.281608,-0.832394,0.245251,0.250676,0.008951,0,0,5.714
8.303,6.902,6.715007,0.740313,0.2075,0.273814,0.377937,0,0,5.715
8.304,-5.568255,3.791757,-4.183832,0.051794,0.224055,-0.419396,0,0,5.716
8.305,-4.000717,-9.344635,0.511953,0.176789,0.07991,0.00186,0,0,5.717
8.306,8.492363,1.571139,-3.536413,0.149462,0.228293,0.37034,0,0,5.718
8.307,-0.875907,7.162483,-2.265781,0.176391,0.245941,-0.38932,0,0,5.719
8.308,-8.329918,-5.788949,1.323288,0.315368,0.085175,0.064306,0,0,5.72
8.309,5.834954,-3.04227,-4.924444,0.046058,0.279929,0.315025,0,0,5.721
8.31,4.959027,6.801695,0.192817,0.244777,0.248813,-0.330391,0,0,5.722
8.311,-9.114628,-1.611835,-1.623877,-0.111155,0.167123,0.056248,0,0,5.723
8.312,0.696075,-6.59005,-2.036971,0.393072,0.146703,0.249832,0,0,5.724
8.313,8.674885,5.648481,1.078473,0.060115,0.357352,-0.269148,0,0,5.725
8.314,-6.984199,3.092275,-2.478657,0.349728,0.158964,0.056031,0,0,5.726
8.315,-4.522674,-7.648684,-0.883004,-0.034683,0.150567,0.199511,0,0,5.727
8.316,9.201099,0.857569,-1.998894,0.349469,0.284362,-0.243033,0,0,5.728
8.317,-1.139277,6.729217,-3.126994,0.096115,0.212081,0.157485,0,0,5.729
8.318,-8.414653,-4.985836,0.800374,0.310014,0.059722,0.140325,0,0,5.73
8.319,6.012142,-3.311148,-3.047832,0.095363,0.219054,-0.310964,0,0,5.731
8.32,4.873161,6.634322,-1.525704,0.183925,0.200212,0.204093,0,0,5.732
8.321,-8.405113,-1.256578,-1.620174,0.001483,0.201654,0.080232,0,0,5.733
8.322,-8.405113,-1.256578,-1.620174,0.001483,0.201654,0.080232,0,0,5.734
8.323,-8.405113,-1.256578,-1.620174,0.001483,0.201654,0.080232,0,0,5.735
8.324,-5.480389,4.064425,-1.434192,0.169039,0.231616,0.03683,0,0,5.736
8.325,-5.408452,-6.856197,0.650163,0.097478,0.131025,-0.31654,0,0,5.737
8.326,7.960644,-0.379267,-2.511383,0.178342,0.247781,0.328424,0,0,5.738
8.327,0.804591,6.280617,-2.59149,0.145961,0.188686,0.030925,0,0,5.739
8.328,-7.879356,-4.101224,-1.442029,0.104168,0.107454,-0.364515,0,0,5.74
8.329,3.972895,-4.282225,-1.332396,0.275397,0.214677,0.313718,0,0,5.741
8.33,4.873282,6.542206,-1.525076,0.188861,0.291482,0.077297,0,0,5.742
8.331,-7.342854,0.513286,-1.447177,0.081193,0.137999,-0.333493,0,0,5.743
8.332,-0.454396,-7.119976,-1.359246,0.092895,0.137883,0.324361,0,0,5.744
8.333,7.787795,2.546123,-3.037101,0.205632,0.264497,0.050759,0,0,5.745
8.334,-3.887758,4.770478,-1.599481,0.100328,0.192402,-0.318749,0,0,5.746
8.335,-5.055019,-6.054234,-1.224803,0.087357,0.125887,0.275375,0,0,5.747
8.336,6.893837,-1.896033,-1.653254,0.28743,0.308636,0.005857,0,0,5.748
8.337,0.537135,7.161566,-0.360389,0.140031,0.245327,-0.240033,0,0,5.749
8.338,-7.526438,-1.881837,-0.224281,0.225466,0.104625,0.227358,0,0,5.75
8.339,3.617773,-5.972888,-2.190832,0.12771,0.217223,0.014642,0,0,5.751
8.34,5.136197,4.409455,-2.894137,0.15834,0.254332,-0.168932,0,0,5.752
8.341,-6.368483,1.847563,-2.461809,0.077936,0.140494,0.20797,0,0,5.753
8.342,-0.895981,-6.326419,-1.71131,0.123944,0.162097,-0.08398,0,0,5.754
8.343,6.898935,1.565737,-1.836697,0.288481,0.243374,-0.133187,0,0,5.755
8.344,-3.181125,5.304717,-0.894324,0.201918,0.227834,0.252479,0,0,5.756
8.345,-5.052241,-4.549129,-1.061907,0.116842,0.103605,-0.126195,0,0,5.757
8.346,5.920497,-2.516957,-1.662146,0.254391,0.261251,-0.113985,0,0,5.758
8.347,0.976929,5.037134,-1.548432,0.13791,0.19597,0.247926,0,0,5.759
8.348,-6.55051,-1.44065,-1.773061,0.104973,0.127395,-0.190697,0,0,5.76
8.349,3.085903,-4.555163,-0.822885,0.194369,0.1933,-0.101148,0,0,5.761
8.35,4.77862,3.612495,-1.338845,0.228244,0.260694,0.266239,0,0,5.762
8.351,-6.193013,2.018912,-1.088984,0.203332,0.148162,-0.204399,0,0,5.763
8.352,-1.512161,-4.549358,-1.209159,0.14016,0.204335,-0.07775,0,0,5.764
8.353,6.810676,0.330238,-2.693459,0.246217,0.26232,0.287155,0,0,5.765
8.354,-2.650208,3.528199,-1.927278,0.089405,0.204305,-0.169146,0,0,5.766
8.355,-5.225773,-3.215121,-1.929278,0.217744,0.120074,-0.091189,0,0,5.767
8.356,5.833217,-2.156362,-2.004858,0.169791,0.258748,0.281516,0,0,5.768
8.357,1.77206,3.965948,-0.85743,0.189,0.277819,-0.180448,0,0,5.769
8.358,-7.080253,-0.196537,-0.748104,0.178754,0.104203,-0.076126,0,0,5.77
8.359,2.203277,-3.662016,-1.002004,0.250903,0.222478,0.277351,0,0,5.771
8.36,5.398181,1.836222,-2.372313,0.115573,0.241483,-0.172188,0,0,5.772
8.361,-5.48343,1.756774,-1.601903,0.180191,0.159701,-0.053224,0,0,5.773
8.362,-2.042085,-3.391949,-0.696269,0.183992,0.158292,0.23105,0,0,5.774
8.363,6.28084,-0.116864,-1.673891,0.205966,0.281994,-0.146678,0,0,5.775
8.364,-2.119039,3.265101,-1.236894,0.165822,0.184572,-0.017741,0,0,5.776
8.365,-4.957909,-1.790711,-1.070397,0.115854,0.112911,0.212783,0,0,5.777
8.366,4.950072,-2.866679,-2.366205,0.142352,0.215189,-0.174355,0,0,5.778
8.367,1.772234,2.285589,-1.716391,0.168708,0.254083,0.028891,0,0,5.779
8.368,-5.750646,0.783381,-0.912307,0.094789,0.146905,0.182505,0,0,5.78
8.369,1.498286,-3.131802,-0.503881,0.13205,0.211707,-0.202927,0,0,5.781
8.37,4.334761,0.686618,-1.346984,0.23765,0.236938,0.070904,0,0,5.782
8.371,-4.067021,2.380484,-1.762782,0.113001,0.159785,0.164761,0,0,5.783
8.372,-1.685159,-2.507466,-1.049372,0.143563,0.175308,-0.249429,0,0,5.784
8.373,4.7743,-1.709293,-2.1968,0.250797,0.232152,0.100941,0,0,5.785
8.374,-1.058377,2.999217,-1.052144,0.141879,0.212391,0.176983,0,0,5.786
8.375,-3.981192,-0.462832,-1.074728,0.118582,0.11412,-0.239032,0,0,5.787
8.376,3.623651,-3.481587,-2.377893,0.239132,0.244765,0.10899,0,0,5.788
8.377,1.683759,2.377355,-0.859523,0.262616,0.274235,0.196963,0,0,5.789
8.378,-5.481622,2.733414,-0.409034,0.168516,0.138361,-0.257671,0,0,5.79
8.379,0.880013,-3.747452,-2.224649,0.094903,0.182007,0.08959,0,0,5.791
8.38,5.041345,-1.530077,-2.882283,0.10978,0.199091,0.174955,0,0,5.792
8.381,-3.268425,3.175295,-0.907779,0.109001,0.175189,-0.28653,0,0,5.793
8.382,-2.921845,-1.437407,-0.716034,0.160418,0.164664,0.071362,0,0,5.794
8.383,4.683884,-2.597115,-1.161968,0.293188,0.227291,0.176098,0,0,5.795
8.384,-0.437291,3.349692,-1.397856,0.125758,0.241164,-0.252644,0,0,5.796
8.385,-4.599712,0.250048,-1.935477,0.18281,0.15479,0.074779,0,0,5.797
8.386,3.443712,-4.105039,-1.341115,0.137935,0.235383,0.164782,0,0,5.798
8.387,2.745154,1.485408,-1.369603,0.13986,0.253568,-0.215305,0,0,5.799
8.388,-4.950658,2.382419,-1.259344,0.08308,0.141089,0.097461,0,0,5.8
8.389,0.348986,-3.127119,-0.853202,0.198662,0.203732,0.135211,0,0,5.801
8.39,4.422638,-0.736159,-2.03384,0.240248,0.238541,-0.209092,0,0,5.802
8.391,-3.091729,2.734677,-2.100142,0.159411,0.206609,0.147949,0,0,5.803
8.392,-2.213956,-1.793385,-1.567091,0.141972,0.2207,0.105225,0,0,5.804
8.393,4.507961,-2.512051,-1.340168,0.192969,0.240846,-0.19109,0,0,5.805
8.394,-0.616707,2.908918,-0.703833,0.210924,0.233302,0.148467,0,0,5.806
8.395,-4.335154,0.869465,-0.387772,0.186432,0.191494,0.046076,0,0,5.807
8.396,2.648593,-3.132998,-1.180023,0.194359,0.220231,-0.186077,0,0,5.808
8.397,2.301018,0.866421,-2.221481,0.200615,0.254938,0.178453,0,0,5.809
8.398,-3.802378,2.111247,-1.58724,0.15871,0.148449,0.021081,0,0,5.81
8.399,-0.004655,-2.508122,-1.033667,0.138877,0.163628,-0.174906,0,0,5.811
8.4,3.712648,-0.909601,-1.172954,0.21551,0.228871,0.237368,0,0,5.812
8.401,-2.208651,2.731642,-1.404904,0.158084,0.202454,0.033024,0,0,5.813
8.402,-2.2138,-1.264422,-1.913288,0.184107,0.127908,-0.216841,0,0,5.814
8.403,3.799458,-2.596121,-1.683662,0.196555,0.207855,0.209423,0,0,5.815
8.404,0.090739,2.285616,-1.38531,0.173442,0.219602,-0.012033,0,0,5.816
8.405,-3.980593,1.043808,-0.559694,0.145744,0.18468,-0.21796,0,0,5.817
8.406,1.940443,-2.862603,-1.008619,0.214254,0.2108,0.214421,0,0,5.818
8.407,2.565338,0.598178,-1.533349,0.148209,0.220993,0.001111,0,0,5.819
8.408,-3.447984,1.931616,-1.417212,0.134768,0.187815,-0.218623,0,0,5.82
8.409,-0.358801,-2.150256,-1.201684,0.219245,0.170825,0.213621,0,0,5.821
8.41,3.624756,-0.91321,-1.862369,0.282444,0.269495,-0.009721,0,0,5.822
8.411,-1.856404,2.551238,-1.05912,0.232469,0.172494,-0.173154,0,0,5.823
8.412,-2.56935,-0.817467,-0.708116,0.195119,0.135872,0.183825,0,0,5.824
8.413,3.180464,-2.331824,-1.691796,0.186859,0.177854,-0.025998,0,0,5.825
8.414,0.355713,1.841136,-1.727672,0.194244,0.185371,-0.131885,0,0,5.826
8.415,-3.273615,0.870852,-1.407612,0.182354,0.150149,0.194602,0,0,5.827
8.416,1.499684,-2.420306,-1.362633,0.195658,0.235624,-0.054669,0,0,5.828
8.417,2.122717,0.243081,-1.19614,0.166829,0.245606,-0.106607,0,0,5.829
8.418,-2.829453,1.758249,-1.063853,0.139542,0.172519,0.177431,0,0,5.83
8.419,-0.445604,-1.707731,-1.039492,0.16735,0.189865,-0.08899,0,0,5.831
8.42,2.828391,-1.000828,-1.527719,0.22351,0.231568,-0.072235,0,0,5.832
8.421,-1.59046,2.023928,-1.39807,0.25481,0.185931,0.189389,0,0,5.833
8.422,-2.124137,-0.464681,-1.399022,0.178691,0.156626,-0.130764,0,0,5.834
8.423,2.650897,-1.976146,-1.527971,0.204483,0.222222,-0.059731,0,0,5.835
8.424,0.531134,1.222541,-1.205688,0.188847,0.217198,0.178181,0,0,5.836
8.425,-2.830632,0.955847,-1.065062,0.179046,0.170637,-0.131584,0,0,5.837
8.426,1.146402,-1.886111,-1.025074,0.236987,0.219839,-0.031042,0,0,5.838
8.427,1.945475,-0.109033,-1.706913,0.215086,0.214215,0.190977,0,0,5.839
8.428,-2.38635,1.578294,-1.580966,0.181107,0.169624,-0.136869,0,0,5.84
8.429,-0.533121,-1.351028,-1.215049,0.117559,0.209451,-0.048494,0,0,5.841
8.43,2.651372,-1.440619,-1.355275,0.210671,0.246793,0.203948,0,0,5.842
8.431,-1.148563,1.842219,-0.710993,0.132993,0.206104,-0.148621,0,0,5.843
8.432,-2.212368,0.070233,-1.05888,0.153211,0.153766,-0.032753,0,0,5.844
8.433,2.208344,-2.061714,-1.528929,0.208507,0.201734,0.175343,0,0,5.845
8.434,0.443557,0.688303,-1.72649,0.183001,0.188579,-0.136035,0,0,5.846
8.435,-2.653174,1.135668,-1.407609,0.169373,0.133676,-0.016718,0,0,5.847
8.436,1.058032,-1.796279,-0.849734,0.199196,0.239123,0.180172,0,0,5.848
8.437,1.857202,-0.468153,-1.367173,0.168571,0.254724,-0.146935,0,0,5.849
8.438,-2.209982,1.489851,-1.232375,0.118664,0.178245,0.000073,0,0,5.85
8.439,-0.267381,-0.996323,-1.207107,0.164797,0.222551,0.150648,0,0,5.851
8.44,2.386329,-1.443795,-1.532875,0.180375,0.210015,-0.134504,0,0,5.852
