Time,M024,,,M025,,,M026,,,M027,,,M028,,,M029,,,M030,,,
s,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,
,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,
31.99163,161.206,1303.31,1122.46,170.724,1320.7,952.872,189.169,1262.24,446.65,222.3,1128.81,53.8847,189.464,1090.23,14.946,275.466,1235.34,-13.3577,232.091,1331.05,-13.9523,31.99163
32.00003,161.428,1303.49,1122.51,170.9,1320.86,952.995,188.896,1262.18,446.806,222.623,1128.73,53.9883,189.404,1090.15,15.1244,275.577,1235.33,-13.2556,232.017,1331.03,-13.9853,32.00003
32.00833,161.647,1303.62,1122.58,171.36,1321.27,953.116,189.442,1262.55,446.68,222.199,1128.87,53.9319,189.381,1090.26,15.1572,275.991,1235.15,-12.922,232.123,1330.81,-13.7556,32.00833
32.01663,161.847,1303.73,1122.65,171.691,1321.52,953.119,189.621,1262.55,446.772,222.064,1128.99,53.9198,189.396,1090.25,15.3139,275.667,1235.26,-13.1492,231.988,1330.99,-13.993,32.01663
32.02503,162.094,1303.89,1122.77,171.688,1321.59,953.13,189.42,1262.24,447.003,222.547,1128.9,54.2118,189.392,1090.34,15.358,276.009,1235.08,-12.889,232.188,1330.8,-13.7224,32.02503
32.03333,162.354,1304.02,1122.89,172.079,1321.98,953.164,189.817,1262.57,446.955,222.413,1128.99,54.1369,189.374,1090.27,15.5077,275.504,1235.31,-13.256,232.078,1330.94,-13.8881,32.03333
32.04163,162.67,1304.14,1123,172.417,1322.21,953.27,189.99,1262.64,447.009,222.512,1129,54.1849,189.384,1090.33,15.5217,276.168,1235.4,-12.7617,232.154,1330.8,-13.7277,32.04163
32.05003,162.985,1304.33,1123.14,172.556,1322.26,953.394,189.989,1262.44,447.21,222.487,1128.97,54.2712,189.436,1090.29,15.614,275.448,1235.38,-13.3367,232.091,1331.03,-13.9667,32.05003
32.05833,163.281,1304.45,1123.25,173.053,1322.55,953.554,190.358,1262.71,447.127,222.359,1129.05,54.1669,189.445,1090.31,15.6288,275.405,1235.29,-13.3213,231.827,1331,-14.0994,32.05833
32.06663,163.607,1304.69,1123.36,173.07,1322.57,953.602,190.335,1262.52,447.293,222.671,1129.03,54.3262,189.491,1090.26,15.7068,275.646,1235.29,-13.1727,231.979,1330.96,-13.9677,32.06663
32.07503,163.923,1304.88,1123.44,173.398,1322.71,953.516,190.635,1262.7,447.21,222.324,1129.11,54.1074,189.466,1090.33,15.6309,276.236,1235.08,-12.7755,232.076,1330.71,-13.8019,32.07503
32.08333,164.27,1305.04,1123.52,173.788,1323.01,953.602,190.751,1262.68,447.203,222.797,1129.06,54.2143,189.559,1090.23,15.6922,275.631,1235.35,-13.1932,232.041,1330.95,-13.9266,32.08333
32.09163,164.575,1305.25,1123.53,174.017,1323.21,953.539,190.877,1262.68,447.165,222.959,1128.95,54.3232,189.531,1090.3,15.5805,275.918,1235.14,-12.9021,232.192,1330.81,-13.7457,32.09163
32.10003,164.922,1305.38,1123.53,174.578,1323.46,953.555,191.028,1262.72,447.071,222.759,1128.99,54.123,189.614,1090.19,15.6231,275.563,1235.45,-13.2719,231.946,1330.99,-14.019,32.10003
32.10833,165.266,1305.44,1123.5,174.946,1323.58,953.448,191.126,1262.72,446.966,222.333,1128.94,53.9108,189.606,1090.26,15.5262,276.164,1235.25,-12.9683,231.979,1330.81,-13.8435,32.10833
32.11663,165.696,1305.59,1123.46,175.023,1323.51,953.318,191.017,1262.35,447.01,222.767,1128.9,54.0657,189.531,1090.24,15.4576,275.54,1235.32,-13.2023,231.986,1330.98,-14.0067,32.11663
32.12503,166.086,1305.57,1123.38,175.332,1323.69,953.11,191.324,1262.51,446.858,222.358,1128.87,53.9212,189.507,1090.24,15.4157,275.573,1235.29,-13.1825,231.999,1330.95,-13.9831,32.12503
32.13333,166.515,1305.63,1123.29,175.818,1323.8,953.053,191.177,1262.05,446.956,223.056,1128.87,54.0668,189.488,1090.16,15.4135,275.501,1235.32,-13.2658,232.074,1330.96,-13.9694,32.13333
32.14163,166.917,1305.6,1123.21,176.339,1324.05,952.98,191.632,1262.32,446.802,222.662,1128.88,53.7632,189.422,1090.23,15.3258,275.887,1235.15,-12.9345,232.06,1330.75,-13.7753,32.14163
32.15003,167.432,1305.59,1123.1,176.854,1324.19,952.993,191.922,1262.33,446.742,222.584,1128.89,53.7242,189.469,1090.14,15.3132,275.469,1235.36,-13.2691,231.937,1330.96,-14.0668,32.15003
32.15833,167.932,1305.63,1123.04,176.803,1323.97,952.967,191.943,1261.93,446.937,222.83,1128.8,53.791,189.437,1090.21,15.1818,275.941,1235.17,-12.8974,232.008,1330.8,-13.8934,32.15833
32.16663,168.406,1305.62,1123.02,177.147,1324.02,952.904,192.274,1262.1,446.761,222.506,1128.87,53.5054,189.484,1090.09,15.1491,275.422,1235.29,-13.2658,231.853,1330.89,-14.0512,32.16663
32.17503,168.912,1305.62,1123,177.573,1324.06,952.874,192.431,1262,446.729,222.525,1128.86,53.3633,189.573,1090.16,14.9875,276.214,1235.11,-12.7513,232.037,1330.7,-13.7848,32.17503
32.18333,169.37,1305.61,1122.99,178.015,1324,952.941,192.172,1261.5,446.872,223.095,1128.75,53.5127,189.63,1090.12,14.9123,275.521,1235.32,-13.2446,231.961,1330.88,-13.9862,32.18333
32.19163,169.885,1305.55,1123.02,178.479,1324.12,952.95,192.751,1261.9,446.63,223.017,1128.78,53.2999,189.66,1090.06,14.8091,275.429,1235.37,-13.3346,231.85,1330.92,-14.0572,32.19163
32.20003,170.397,1305.51,1123.05,178.754,1323.86,953.045,192.663,1261.63,446.639,223.3,1128.69,53.3487,189.666,1089.92,14.7815,275.591,1235.36,-13.2518,231.914,1330.91,-14.0383,32.20003
32.20833,170.99,1305.4,1123.06,179.451,1324.05,952.964,193.086,1261.94,446.413,222.85,1128.73,53.0221,189.678,1089.98,14.5669,276.093,1235.16,-12.8503,232.053,1330.74,-13.8215,32.20833
32.21663,171.508,1305.24,1123.14,179.861,1323.91,952.853,193.215,1261.89,446.316,222.799,1128.71,52.8703,189.7,1089.89,14.5673,275.765,1235.33,-13.1513,231.846,1330.83,-14.0995,32.21663
32.22503,172.096,1305.1,1123.19,180.065,1323.69,952.822,192.98,1261.43,446.432,223.233,1128.63,52.9936,189.693,1089.94,14.3816,276.144,1235.1,-12.8128,232.088,1330.71,-13.7715,32.22503
32.23333,172.662,1304.92,1123.19,180.558,1323.71,952.695,193.472,1261.72,446.205,222.895,1128.64,52.7659,189.655,1089.84,14.396,275.618,1235.38,-13.2467,231.874,1330.9,-14.0188,32.23333
32.24163,173.228,1304.66,1123.2,181.272,1323.56,952.747,193.735,1261.74,446.119,222.995,1128.62,52.7105,189.605,1089.91,14.2369,275.932,1235.21,-12.9525,231.965,1330.71,-13.8332,32.24163
32.25003,173.786,1304.45,1123.23,181.534,1323.23,952.762,193.613,1261.29,446.22,223.267,1128.66,52.8718,189.645,1089.86,14.2294,275.544,1235.37,-13.2889,231.787,1330.92,-14.0548,32.25003
32.25833,174.362,1304.21,1123.24,182.257,1323.15,952.71,194.156,1261.5,446.09,223.06,1128.63,52.6454,189.638,1089.89,14.1681,275.525,1235.35,-13.2758,231.846,1330.96,-14.1207,32.25833
32.26663,174.898,1304.02,1123.28,182.534,1322.76,952.659,194.153,1260.94,446.321,223.144,1128.45,52.7377,189.634,1089.76,14.2184,275.657,1235.31,-13.1915,232.009,1330.89,-13.9785,32.26663
32.27503,175.427,1303.81,1123.34,183.095,1322.58,952.658,194.679,1261.2,446.16,222.999,1128.56,52.5236,189.649,1089.86,14.1051,276.194,1235.09,-12.7848,232.088,1330.69,-13.7707,32.27503
32.28333,176.007,1303.58,1123.42,183.771,1322.38,952.798,195.038,1261.12,446.171,223.216,1128.52,52.4257,189.679,1089.76,14.1412,275.699,1235.28,-13.169,231.861,1330.83,-13.9695,32.28333
32.29163,176.549,1303.39,1123.51,184.299,1322.13,952.995,194.997,1260.59,446.417,223.547,1128.46,52.6334,189.704,1089.85,14.0496,276.012,1235.19,-12.9871,232.01,1330.69,-13.8236,32.29163
32.30003,177.11,1303.13,1123.62,184.754,1321.87,953.098,195.75,1260.87,446.3,223.236,1128.54,52.4194,189.775,1089.75,14.1078,275.628,1235.38,-13.3142,231.873,1330.92,-14.0665,32.30003
32.30833,177.656,1302.83,1123.73,185.088,1321.54,953.18,196.162,1260.79,446.259,223.269,1128.52,52.3244,189.783,1089.79,13.9787,276.145,1235.17,-12.931,232.004,1330.76,-13.9073,32.30833
32.31663,178.174,1302.59,1123.81,185.434,1321.09,953.259,196.169,1260.24,446.437,223.63,1128.4,52.4229,189.866,1089.8,13.9354,275.796,1235.3,-13.2264,231.846,1330.85,-14.0719,32.31663
32.32503,178.705,1302.24,1123.91,186.19,1320.97,953.422,196.671,1260.27,446.358,223.509,1128.44,52.2284,189.954,1089.79,13.8841,275.887,1235.36,-13.1699,231.813,1330.83,-14.0523,32.32503
32.33333,179.218,1301.91,1123.96,186.588,1320.48,953.492,196.645,1259.72,446.508,223.702,1128.33,52.2571,189.967,1089.68,13.855,275.932,1235.37,-13.2478,231.961,1330.81,-13.97,32.33333
32.34163,179.779,1301.5,1124.01,186.905,1320.1,953.598,197.337,1259.93,446.309,223.731,1128.38,52.0901,190.036,1089.73,13.7214,276.075,1235.21,-13.08,232.033,1330.63,-13.7805,32.34163
32.35003,180.333,1301.06,1124.01,187.571,1319.79,953.607,197.752,1259.83,446.236,223.799,1128.33,51.99,190.066,1089.61,13.7327,275.844,1235.4,-13.3466,231.833,1330.86,-14.0998,32.35003
32.35833,180.914,1300.64,1124.02,188.078,1319.22,953.6,197.738,1259.27,446.266,224.025,1128.24,52.0121,190.07,1089.68,13.5604,276.258,1235.2,-13.0134,231.941,1330.7,-13.9214,32.35833
32.36663,181.55,1300.16,1124.05,188.641,1318.89,953.627,198.235,1259.29,446.235,223.708,1128.26,51.7357,190.104,1089.57,13.5522,275.921,1235.3,-13.2563,231.882,1330.87,-14.065,32.36663
32.37503,182.129,1299.63,1124.05,189.229,1318.49,953.546,198.493,1259.01,446.213,223.898,1128.24,51.6673,190.107,1089.67,13.3472,276.665,1234.98,-12.7098,231.982,1330.69,-13.8655,32.37503
32.38333,182.797,1299.1,1124.06,189.832,1317.91,953.568,198.433,1258.37,446.363,224.255,1128.11,51.7656,190.035,1089.62,13.2472,275.799,1235.39,-13.3818,231.826,1330.81,-14.0068,32.38333
32.39163,183.367,1298.47,1124.08,190.496,1317.47,953.498,199.114,1258.48,446.176,224.124,1128.18,51.6518,190.077,1089.59,13.2072,275.751,1235.45,-13.458,231.788,1330.9,-14.0547,32.39163
32.40003,184.014,1297.9,1124.04,190.973,1316.95,953.562,199.237,1258.01,446.281,224.313,1128.04,51.6031,190.158,1089.51,13.1763,275.89,1235.38,-13.3854,231.815,1330.83,-14.0745,32.40003
32.40833,184.679,1297.31,1124.01,191.699,1316.5,953.589,199.761,1258.05,446.129,223.614,1127.88,51.3188,190.16,1089.53,12.9867,276.035,1235.18,-13.1871,231.955,1330.64,-13.8291,32.40833
32.41663,185.35,1296.69,1123.95,192.24,1315.93,953.595,200.079,1257.61,446.158,223.953,1127.98,51.1442,190.172,1089.44,12.9461,276.06,1235.3,-13.2845,231.906,1330.87,-14.0425,32.41663
32.42503,185.986,1296.06,1123.87,192.736,1315.25,953.625,199.691,1256.82,446.431,224.51,1127.86,51.0854,190.11,1089.48,12.6992,276.576,1235.14,-12.9117,231.991,1330.65,-13.814,32.42503
32.43333,186.68,1295.47,1123.78,193.269,1314.71,953.682,200.597,1256.86,446.218,224.365,1127.91,50.9522,190.199,1089.4,12.6729,276.029,1235.37,-13.3706,231.862,1330.78,-13.9924,32.43333
32.44163,187.379,1294.76,1123.66,193.784,1314.08,953.727,201.071,1256.62,446.129,224.23,1127.89,50.7728,190.191,1089.41,12.4545,276.404,1235.23,-13.0937,231.862,1330.65,-13.8791,32.44163
32.45003,188.061,1294.08,1123.52,194.248,1313.32,953.801,201.029,1256.04,446.21,224.618,1127.77,50.7789,190.207,1089.36,12.3038,275.814,1235.35,-13.4923,231.728,1330.82,-14.073,32.45003
32.45833,188.743,1293.31,1123.34,194.883,1312.72,953.833,201.515,1255.94,446.062,224.361,1127.77,50.4757,190.271,1089.37,12.2244,276.011,1235.35,-13.4003,231.691,1330.88,-14.1384,32.45833
32.46663,189.452,1292.53,1123.15,195.479,1311.91,953.896,201.406,1255.28,446.163,224.67,1127.69,50.4845,190.324,1089.25,12.1396,275.979,1235.21,-13.418,231.747,1330.83,-14.0593,32.46663
32.47503,190.214,1291.72,1122.92,196.047,1311.17,953.859,201.998,1255.21,446.015,224.558,1127.7,50.2683,190.301,1089.29,11.9374,276.659,1235.11,-12.9719,231.99,1330.58,-13.7753,32.47503
32.48333,190.993,1290.84,1122.71,196.593,1310.37,953.869,202.293,1254.89,445.991,224.413,1127.61,50.0975,190.393,1089.19,11.92,276.174,1235.34,-13.3946,231.758,1330.74,-13.9906,32.48333
32.49163,191.844,1289.96,1122.48,197.296,1309.52,953.892,202.369,1254.19,446.172,224.946,1127.49,50.2356,190.358,1089.23,11.741,276.513,1235.24,-13.1681,231.92,1330.63,-13.8333,32.49163
32.50003,192.583,1289.04,1122.32,197.911,1308.7,953.885,203.06,1254.15,446.096,224.564,1127.5,49.9301,190.453,1089.12,11.7459,276.211,1235.46,-13.5164,231.589,1330.74,-14.2069,32.50003
32.50833,193.415,1288.11,1122.18,198.666,1307.83,953.935,203.441,1253.7,446.136,224.543,1127.46,49.8072,190.425,1089.19,11.5778,276.712,1235.17,-13.0701,231.869,1330.69,-13.9083,32.50833
32.51663,194.291,1287.27,1122.09,199.213,1306.66,954.079,203.79,1253.17,446.251,225.2,1127.39,49.9621,190.45,1089.2,11.4752,276.219,1235.34,-13.4715,231.778,1330.86,-14.0812,32.51663
32.52503,195.145,1286.37,1122.06,200.097,1305.84,954.073,204.068,1252.74,446.293,224.939,1127.36,49.7445,190.513,1089.18,11.4131,276.229,1235.34,-13.5128,231.707,1330.84,-14.0746,32.52503
32.53333,196.036,1285.57,1122.06,200.69,1304.78,954.228,204.105,1251.98,446.511,225.298,1127.4,49.8715,190.521,1089.12,11.3914,276.209,1235.33,-13.5094,231.774,1330.81,-13.9877,32.53333
32.54163,196.909,1284.69,1122.09,201.572,1303.82,954.316,204.887,1251.95,446.354,225.212,1127.29,49.605,190.545,1089.13,11.2323,276.64,1235.2,-13.2146,231.919,1330.59,-13.8065,32.54163
32.55003,197.807,1283.73,1122.16,202.398,1302.8,954.401,205.401,1251.69,446.315,224.87,1127.14,49.4506,190.6,1089.03,11.2562,276.435,1235.42,-13.5218,231.693,1330.79,-14.0916,32.55003
32.55833,198.751,1282.82,1122.18,203.226,1301.58,954.645,205.651,1251.01,446.466,225.397,1127.12,49.4784,190.648,1089.07,11.0739,276.638,1235.16,-13.2665,231.854,1330.68,-13.917,32.55833
32.56663,199.646,1281.79,1122.22,204.174,1300.59,954.785,206.235,1250.72,446.393,225.045,1127.15,49.1511,190.715,1089.01,11.0404,276.383,1235.36,-13.5611,231.628,1330.83,-14.1051,32.56663
32.57503,200.649,1280.75,1122.27,204.917,1299.39,954.979,206.601,1250.23,446.453,225.251,1127.1,49.0452,190.719,1089.04,10.8512,276.889,1235.2,-13.2142,231.793,1330.58,-13.8662,32.57503
32.58333,201.621,1279.67,1122.34,205.712,1298.19,955.148,206.764,1249.34,446.687,225.869,1126.9,49.2248,190.716,1089,10.7476,276.387,1235.38,-13.6386,231.769,1330.73,-14.0068,32.58333
32.59163,202.634,1278.47,1122.4,206.913,1297.25,955.156,207.527,1249.24,446.46,225.815,1126.91,48.9311,190.784,1088.97,10.6254,276.449,1235.41,-13.6574,231.715,1330.76,-14.0569,32.59163
32.60003,203.609,1277.28,1122.47,207.594,1295.87,955.356,207.805,1248.53,446.562,226.034,1126.78,48.9392,190.855,1088.89,10.6106,276.514,1235.39,-13.6566,231.744,1330.81,-14.0921,32.60003
32.60833,204.684,1276.06,1122.52,208.633,1294.71,955.468,208.611,1248.38,446.471,225.614,1126.76,48.6094,190.886,1088.93,10.4161,277.274,1235.33,-13.0944,231.834,1330.6,-13.8642,32.60833
32.61663,205.68,1274.79,1122.61,209.705,1293.48,955.494,209.115,1247.79,446.541,225.791,1126.68,48.5169,190.977,1088.83,10.3703,276.841,1235.28,-13.5415,231.704,1330.74,-14.0477,32.61663
32.62503,206.655,1273.53,1122.73,210.562,1291.97,955.663,209.223,1246.76,446.778,226.243,1126.51,48.6271,191.039,1088.88,10.2037,277.123,1235.14,-13.4051,231.889,1330.47,-13.8184,32.62503
32.63333,207.621,1272.26,1122.86,211.734,1290.98,955.669,210.174,1246.5,446.756,226.209,1126.48,48.436,191.121,1088.78,10.1906,276.814,1235.32,-13.708,231.772,1330.67,-14.0122,32.63333
32.64163,208.52,1270.92,1122.99,212.795,1289.7,955.792,210.911,1245.99,446.898,226.333,1126.38,48.3432,191.161,1088.85,10.03,277.102,1235.19,-13.4919,231.838,1330.49,-13.9138,32.64163
32.65003,209.416,1269.62,1123.19,213.851,1288.37,956.007,211.266,1245.09,447.245,226.709,1126.25,48.3901,191.253,1088.8,9.95409,276.797,1235.38,-13.8321,231.842,1330.77,-14.0586,32.65003
32.65833,210.323,1268.27,1123.38,215.009,1287.16,956.174,212.042,1244.75,447.291,226.459,1126.24,48.1169,191.302,1088.75,9.87589,276.87,1235.31,-13.7818,231.686,1330.73,-14.0948,32.65833
32.66663,211.164,1267,1123.58,216.029,1285.69,956.448,212.475,1243.97,447.533,226.9,1126.12,48.1683,191.355,1088.63,9.8753,277.068,1235.28,-13.7464,231.736,1330.58,-14.0236,32.66663
32.67503,212.001,1265.7,1123.82,217.104,1284.43,956.715,213.25,1243.69,447.55,226.755,1126.17,47.9748,191.398,1088.7,9.69595,277.812,1235.09,-13.4115,231.908,1330.41,-13.7473,32.67503
32.68333,212.839,1264.3,1124.06,218.444,1283.05,956.883,213.882,1243.23,447.733,226.787,1126.03,47.8468,191.51,1088.59,9.70817,277.131,1235.31,-13.8023,231.718,1330.57,-14.0106,32.68333
32.69163,213.663,1262.96,1124.29,219.501,1281.6,957.032,214.236,1242.26,448.161,227.189,1125.85,47.9765,191.508,1088.67,9.60636,277.008,1235.16,-13.7918,231.952,1330.36,-13.7762,32.69163
32.70003,214.531,1261.53,1124.51,220.897,1280.2,957.381,215.206,1242.24,448.135,227.08,1125.9,47.7165,191.524,1088.56,9.63855,277.105,1235.34,-13.908,231.766,1330.59,-14.07,32.70003
32.70833,215.36,1260.03,1124.71,222.167,1278.83,957.581,215.984,1241.8,448.262,227.377,1125.83,47.5482,191.557,1088.63,9.54711,277.85,1235.12,-13.4466,231.969,1330.47,-13.8783,32.70833
32.71663,216.202,1258.61,1124.94,223.426,1277.33,957.876,216.302,1240.88,448.681,227.716,1125.8,47.7706,191.577,1088.63,9.47601,277.25,1235.24,-13.8584,231.622,1330.51,-14.084,32.71663
32.72503,217.103,1257.12,1125.15,224.581,1275.89,957.95,217.322,1240.59,448.76,227.152,1125.84,47.4189,191.586,1088.58,9.46903,277.334,1235.23,-13.8222,231.511,1330.56,-14.1181,32.72503
32.73333,217.919,1255.64,1125.35,225.903,1274.37,958.088,217.632,1239.71,449.026,227.772,1125.69,47.6185,191.621,1088.53,9.49311,277.185,1235.26,-13.9661,231.739,1330.5,-13.9719,32.73333
32.74163,218.796,1254.23,1125.58,227.263,1272.99,958.277,218.752,1239.65,448.992,227.582,1125.64,47.4178,191.599,1088.61,9.39041,277.507,1235.1,-13.7224,231.907,1330.25,-13.7182,32.74163
32.75003,219.766,1252.74,1125.69,228.894,1271.72,958.632,219.614,1239.24,449.117,227.537,1125.61,47.3171,191.668,1088.49,9.42844,277.181,1235.16,-14.1091,231.631,1330.54,-14.0693,32.75003
32.75833,220.647,1251.33,1125.8,229.951,1269.96,958.782,220.021,1238.36,449.387,227.74,1125.51,47.3245,191.632,1088.54,9.32211,277.761,1235.11,-13.6765,231.876,1330.32,-13.7891,32.75833
32.76663,221.581,1249.88,1125.92,231.112,1268.46,958.925,220.919,1237.98,449.4,227.848,1125.48,47.1929,191.731,1088.49,9.31239,277.412,1235.22,-14.0008,231.643,1330.42,-13.9829,32.76663
32.77503,222.49,1248.4,1126,232.236,1266.89,959.09,221.656,1237.29,449.508,227.919,1125.39,47.076,191.728,1088.53,9.14383,277.897,1235.05,-13.6682,231.789,1330.22,-13.7913,32.77503
32.78333,223.435,1246.96,1126.04,233.5,1265.38,959.261,221.711,1235.85,449.624,228.336,1125.24,47.1431,191.806,1088.49,9.06682,277.336,1235.23,-14.1107,231.681,1330.26,-13.9698,32.78333
32.79163,224.486,1245.46,1126.09,234.863,1263.91,959.304,223.166,1235.86,449.655,228.385,1125.19,46.9198,191.848,1088.45,8.95381,277.479,1235.22,-14.1113,231.682,1330.33,-13.9451,32.79163
32.80003,225.506,1243.96,1126.13,236.131,1262.21,959.551,223.932,1235.21,449.725,228.536,1125.05,46.8371,191.91,1088.32,8.91358,277.415,1235.27,-14.2246,231.665,1330.25,-13.8829,32.80003
32.80833,226.492,1242.43,1126.14,237.36,1260.77,959.544,224.586,1234.43,449.769,228.397,1125.04,46.5261,191.926,1088.34,8.67247,278.053,1234.94,-13.7205,231.854,1330.08,-13.6825,32.80833
32.81663,227.599,1240.84,1126.12,238.748,1259.3,959.595,225.26,1233.58,449.863,228.417,1124.95,46.3793,192.085,1088.24,8.62157,277.553,1235.02,-14.0713,231.594,1330.14,-13.9525,32.81663
32.82503,228.689,1239.32,1126.1,239.852,1257.72,959.699,225.497,1232.26,450.166,228.904,1124.75,46.406,192.147,1088.21,8.39555,278.085,1234.87,-13.8168,231.895,1329.89,-13.5636,32.82503
32.83333,229.875,1237.79,1126.07,240.948,1256.29,959.711,226.525,1231.81,450.048,228.664,1124.6,46.1354,192.233,1088.11,8.30704,277.691,1235.05,-14.2088,231.74,1329.98,-13.7716,32.83333
32.84163,231.045,1236.19,1126.09,242.5,1254.8,959.806,227.396,1231.17,450.039,228.845,1124.54,45.9163,192.245,1088.1,8.07685,277.936,1234.85,-13.9818,231.856,1329.83,-13.6159,32.84163
32.85003,232.228,1234.69,1126.11,243.794,1253.18,959.837,227.523,1230.06,450.281,229.449,1124.34,45.831,192.343,1088.08,7.94208,277.625,1234.93,-14.2854,231.751,1329.96,-13.8159,32.85003
32.85833,233.399,1233.12,1126.09,244.99,1251.68,959.81,228.764,1229.65,450.1,228.999,1124.37,45.5613,192.406,1088.01,7.77197,277.733,1234.9,-14.2678,231.734,1329.94,-13.8848,32.85833
32.86663,234.67,1231.64,1126.09,246.208,1249.98,959.87,229.25,1228.55,450.316,229.42,1124.19,45.597,192.428,1087.77,7.73627,277.911,1234.79,-14.1703,231.409,1329.67,-13.988,32.86663
32.87503,235.923,1230.13,1126.07,247.491,1248.48,959.891,230.086,1228.13,450.164,229.39,1124.15,45.3082,192.468,1087.85,7.48569,278.367,1234.61,-13.881,231.922,1329.48,-13.4395,32.87503
32.88333,237.129,1228.48,1126.04,248.824,1246.93,959.905,230.721,1227.44,450.214,229.525,1124.02,45.176,192.629,1087.73,7.44069,277.959,1234.73,-14.2466,231.879,1329.62,-13.5866,32.88333
32.89163,238.465,1226.97,1126.01,250.14,1245.32,959.949,230.995,1226.37,450.424,229.887,1123.86,45.2363,192.7,1087.73,7.22986,278.106,1234.65,-14.109,231.93,1329.37,-13.45,32.89163
32.90003,239.711,1225.41,1125.98,251.516,1243.81,959.906,232.09,1226.15,450.264,229.733,1123.8,44.9487,192.758,1087.58,7.18051,277.852,1234.66,-14.3858,231.884,1329.59,-13.6791,32.90003
32.90833,240.897,1223.81,1125.95,252.762,1242.13,959.927,232.807,1225.68,450.207,229.559,1123.71,44.7314,192.816,1087.6,6.93172,278.491,1234.44,-14.0131,231.98,1329.28,-13.5127,32.90833
32.91663,242.149,1222.37,1125.88,254.106,1240.54,959.922,233.148,1224.69,450.423,229.992,1123.52,44.7411,192.851,1087.53,6.78194,278.102,1234.51,-14.3735,231.979,1329.39,-13.6309,32.91663
32.92503,243.383,1220.79,1125.76,255.499,1239.02,959.806,234.166,1224.52,450.25,229.818,1123.44,44.4505,192.881,1087.48,6.66308,278.117,1234.46,-14.4315,231.883,1329.21,-13.6861,32.92503
32.93333,244.615,1219.27,1125.66,256.718,1237.44,959.827,234.568,1223.77,450.409,230.309,1123.34,44.5184,192.97,1087.38,6.6191,278.161,1234.44,-14.4408,232.05,1329.18,-13.575,32.93333
32.94163,245.867,1217.72,1125.57,258.07,1235.96,959.808,235.621,1223.79,450.179,229.948,1123.31,44.2091,192.95,1087.39,6.47765,278.521,1234.15,-14.1616,232.17,1328.93,-13.3829,32.94163
32.95003,247.023,1216.15,1125.46,259.364,1234.48,959.728,236.394,1223.55,450.099,230.146,1123.27,44.1399,193.092,1087.26,6.48242,278.21,1234.39,-14.5154,232.043,1329.14,-13.5822,32.95003
32.95833,248.193,1214.68,1125.36,260.552,1232.98,959.744,236.748,1222.88,450.244,230.556,1123.25,44.2548,193.014,1087.29,6.31744,278.686,1234.13,-14.214,232.182,1328.95,-13.3837,32.95833
32.96663,249.334,1213.23,1125.28,261.981,1231.67,959.665,237.712,1222.92,450.13,230.127,1123.13,43.9413,193.078,1087.21,6.2803,278.429,1234.27,-14.4534,232.11,1329.03,-13.6067,32.96663
32.97503,250.531,1211.83,1125.17,263.209,1230.39,959.622,238.531,1222.68,450.073,230.253,1123.05,43.8671,193.08,1087.26,6.14792,278.389,1234.06,-14.402,232.395,1328.7,-13.2915,32.97503
32.98333,251.611,1210.49,1125.07,264.551,1229.08,959.653,238.801,1221.86,450.301,230.884,1122.95,44.0065,193.12,1087.23,6.08313,278.465,1234.18,-14.5296,232.435,1328.95,-13.4997,32.98333
32.99163,252.697,1209.18,1125.04,265.871,1228.04,959.593,240.061,1222.06,450.09,230.905,1122.87,43.794,193.156,1087.21,5.98395,278.528,1234.22,-14.6054,232.203,1328.86,-13.623,32.99163
33.00003,253.848,1208.03,1124.96,267.175,1226.83,959.628,240.545,1221.48,450.225,231.152,1122.77,43.8885,193.212,1087.07,5.99956,278.59,1234.14,-14.6145,232.361,1328.76,-13.5726,33.00003
33.00833,254.922,1206.86,1124.91,268.344,1225.79,959.513,241.666,1221.47,450.062,230.593,1122.77,43.5278,193.202,1087.06,5.86122,279.128,1233.81,-14.2494,232.403,1328.49,-13.4107,33.00833
33.01663,256.008,1205.79,1124.91,269.691,1224.87,959.474,242.439,1221.09,450.012,230.71,1122.63,43.4464,193.311,1086.98,5.85842,278.807,1233.91,-14.6024,232.357,1328.53,-13.5005,33.01663
33.02503,257.125,1204.95,1124.9,271.023,1223.96,959.533,242.753,1220.17,450.208,231.425,1122.46,43.6285,193.352,1087.04,5.71102,279.31,1233.7,-14.3059,232.722,1328.3,-13.3088,33.02503
33.03333,258.244,1204.02,1124.83,272.417,1223.38,959.486,243.933,1220.24,450.014,231.24,1122.4,43.4126,193.461,1086.88,5.72854,278.695,1233.8,-14.8386,232.599,1328.38,-13.4936,33.03333
33.04163,259.368,1203.16,1124.82,273.702,1222.79,959.428,244.842,1220.04,449.939,231.38,1122.3,43.3121,193.544,1086.9,5.57029,279.396,1233.67,-14.4333,232.799,1328.21,-13.3355,33.04163
33.05003,260.521,1202.42,1124.74,274.938,1222.12,959.42,245.201,1219.27,450.037,231.733,1122.16,43.3524,193.583,1086.8,5.49114,278.899,1233.74,-14.8455,232.615,1328.25,-13.5121,33.05003
