Time,M024,,,M025,,,M026,,,M027,,,M028,,,M029,,,M030,,,
s,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,
,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,
8.30833,277.351,1213.97,1125.04,284.247,1239.45,953.003,274.495,1175.76,446.417,283.592,1047.63,51.6587,249.657,1009.88,11.8643,340.655,1150.66,-15.8044,303.554,1248.03,-15.0349,8.30833
8.31663,277.228,1213.71,1124.96,284.124,1239.1,953.027,274.267,1175.32,446.451,284.695,1047.98,52.0836,249.375,1009.93,11.8219,340.364,1150.73,-15.935,303.447,1248.18,-15.1264,8.31663
8.32503,277.111,1213.38,1124.91,284.172,1238.85,952.964,274.38,1175.3,446.248,284.715,1048.11,51.9371,249.55,1009.84,11.5947,340.26,1150.7,-16.0055,303.546,1248.14,-15.087,8.32503
8.33333,277.029,1213.1,1124.83,284.074,1238.47,952.875,274.207,1174.88,446.275,284.812,1047.88,51.9767,249.556,1009.8,11.4904,340.238,1150.72,-15.997,303.456,1248.22,-15.0899,8.33333
8.34163,276.943,1212.77,1124.78,284.046,1238.16,952.79,274.356,1174.83,446.089,284.415,1047.89,51.6676,249.262,1009.5,11.0784,340.577,1150.61,-15.7463,303.494,1248,-14.8888,8.34163
8.35003,276.849,1212.38,1124.71,283.989,1237.75,952.702,274.313,1174.68,446.014,284.211,1047.86,51.4513,249.402,1009.72,11.1886,340.265,1150.74,-15.9759,303.475,1248.24,-15.1405,8.35003
8.35833,276.697,1212.01,1124.64,283.96,1237.28,952.648,274.168,1174.21,446.076,284.301,1047.69,51.4905,249.451,1009.85,10.9038,340.479,1150.57,-15.7768,303.486,1248.11,-15.0437,8.35833
8.36663,276.631,1211.68,1124.57,283.999,1236.94,952.574,274.223,1174.1,445.867,284.114,1047.74,51.2107,249.249,1009.69,10.8327,340.344,1150.69,-15.9248,303.486,1248.3,-15.1638,8.36663
8.37503,276.554,1211.28,1124.52,284.016,1236.53,952.491,274.196,1173.8,445.773,284.102,1047.73,51.0436,249.242,1009.73,10.6303,340.448,1150.53,-15.7486,303.562,1247.96,-14.9125,8.37503
8.38333,276.49,1210.96,1124.48,283.931,1236,952.424,273.935,1173.26,445.84,284.402,1047.55,51.2288,249.222,1009.75,10.4944,340.286,1150.71,-15.9451,303.444,1248.22,-15.1074,8.38333
8.39163,276.404,1210.54,1124.44,283.945,1235.64,952.352,274.195,1173.27,445.656,284.428,1047.48,51.1078,249.118,1009.83,10.2655,340.171,1150.71,-16.0236,303.47,1248.25,-15.1264,8.39163
8.40003,276.332,1210.16,1124.38,283.972,1235.19,952.285,274.106,1172.79,445.675,284.263,1047.43,50.9701,249.154,1009.58,10.2055,340.231,1150.66,-15.9845,303.501,1248.29,-15.1451,8.40003
8.40833,276.301,1209.76,1124.32,283.849,1234.69,952.244,274.275,1172.69,445.543,283.6,1047.31,50.4181,249.09,1009.59,9.96917,340.477,1150.46,-15.7406,303.572,1248.05,-14.9685,8.40833
8.41663,276.149,1209.39,1124.32,283.858,1234.25,952.18,274.313,1172.35,445.486,283.241,1047.26,50.0886,249.107,1009.49,9.80562,340.324,1150.6,-15.9409,303.541,1248.25,-15.0694,8.41663
8.42503,276.064,1209.03,1124.27,283.859,1233.73,952.181,274.065,1171.72,445.486,284.314,1047.23,50.5012,249.039,1009.51,9.53197,340.615,1150.45,-15.7066,303.527,1248,-14.9267,8.42503
8.43333,275.969,1208.63,1124.17,283.842,1233.3,952.14,274.232,1171.62,445.292,283.445,1047.16,50.0558,249.104,1009.42,9.39423,340.383,1150.62,-15.9478,303.533,1248.18,-15.0559,8.43333
8.44163,275.924,1208.19,1124.08,283.86,1232.9,952.005,274.267,1171.38,445.152,283.546,1047.1,49.8311,249.704,1009.54,9.40657,340.494,1150.5,-15.8226,303.61,1248.01,-14.9169,8.44163
8.45003,275.85,1207.8,1124.02,283.902,1232.36,951.962,274.116,1170.93,445.126,284.261,1047.07,49.9795,249.016,1009.42,8.94427,340.277,1150.63,-16.0447,303.527,1248.26,-15.1744,8.45003
8.45833,275.771,1207.33,1123.93,283.9,1231.97,951.908,274.251,1170.88,444.896,284.093,1047.13,49.6987,248.523,1009.52,9.01568,340.362,1150.61,-15.9961,303.508,1248.28,-15.1223,8.45833
8.46663,275.691,1206.93,1123.82,283.961,1231.38,951.859,274.082,1170.37,444.914,284.121,1047.16,49.4691,248.98,1009.26,8.6112,340.363,1150.54,-15.953,303.499,1248.22,-15.0533,8.46663
8.47503,275.638,1206.51,1123.73,283.968,1230.94,951.709,274.187,1170.29,444.691,283.751,1046.99,49.2135,248.941,1009.29,8.30275,340.666,1150.33,-15.6618,303.549,1247.96,-14.8442,8.47503
8.48333,275.59,1206.03,1123.64,283.933,1230.39,951.638,274.212,1170.01,444.586,283.538,1046.95,49.0943,248.695,1008.86,7.98148,340.366,1150.51,-15.9461,303.488,1248.12,-14.9509,8.48333
8.49163,275.529,1205.58,1123.54,283.883,1229.85,951.579,273.925,1169.57,444.619,283.965,1046.75,49.1973,248.847,1009.18,7.90316,340.448,1150.38,-15.8203,303.526,1248.03,-14.8813,8.49163
8.50003,275.481,1205.1,1123.47,284.007,1229.45,951.475,274.142,1169.56,444.369,283.715,1046.83,48.7709,248.912,1009.07,7.77155,340.351,1150.53,-15.9593,303.401,1248.24,-15.1339,8.50003
8.50833,275.477,1204.65,1123.38,284.043,1228.94,951.374,274.142,1169.32,444.236,283.705,1046.8,48.5564,248.872,1009.05,7.53927,340.462,1150.37,-15.8109,303.497,1248.08,-14.9111,8.50833
8.51663,275.429,1204.21,1123.31,284.081,1228.34,951.312,273.93,1168.82,444.258,283.981,1046.69,48.6817,248.851,1009,7.37876,340.464,1150.53,-15.9214,303.472,1248.26,-15.0387,8.51663
8.52503,275.454,1203.76,1123.25,284.083,1227.87,951.219,274.054,1168.72,444.129,283.148,1046.61,48.1929,248.864,1009.01,7.2279,340.316,1150.46,-15.996,303.466,1248.23,-15.0139,8.52503
8.53333,275.447,1203.31,1123.19,284.128,1227.37,951.214,273.973,1168.31,444.141,284.051,1046.59,48.4132,248.947,1009.03,6.99568,340.399,1150.54,-15.9695,303.46,1248.16,-14.9612,8.53333
8.54163,275.415,1202.82,1123.13,284.165,1226.93,951.138,274.175,1168.31,443.973,283.538,1046.48,47.9905,249.016,1008.92,6.84178,340.649,1150.38,-15.7523,303.533,1247.97,-14.7889,8.54163
8.55003,275.452,1202.35,1123.05,284.163,1226.42,951.112,274.244,1168.12,443.851,283.41,1046.45,47.7974,248.984,1008.81,6.72734,340.357,1150.49,-15.9988,303.463,1248.24,-15.039,8.55003
8.55833,275.371,1201.91,1123.02,284.238,1225.93,951.078,274.031,1167.64,443.866,284.07,1046.45,47.9383,249.035,1008.83,6.48135,340.644,1150.34,-15.7595,303.511,1248.13,-14.8466,8.55833
8.56663,275.416,1201.47,1122.98,284.246,1225.49,951.038,274.314,1167.68,443.743,284.303,1046.45,47.826,249.075,1008.71,6.3929,340.498,1150.47,-15.9691,303.492,1248.28,-15.0231,8.56663
8.57503,275.389,1200.98,1122.94,284.332,1225.01,951.001,274.357,1167.49,443.685,283.871,1046.39,47.5349,249.092,1008.78,6.22636,340.689,1150.25,-15.7571,303.526,1248.09,-14.8654,8.57503
8.58333,275.425,1200.56,1122.87,284.364,1224.52,951.009,274.227,1167.11,443.679,284.015,1046.31,47.5305,249.755,1008.81,6.3079,340.445,1150.48,-16.0492,303.479,1248.23,-14.9485,8.58333
8.59163,275.432,1200.05,1122.85,284.498,1224.08,950.955,274.464,1167.2,443.461,283.022,1045.91,46.8163,249.188,1008.65,5.86051,340.293,1150.51,-16.1062,303.483,1248.18,-15.0385,8.59163
8.60003,275.477,1199.6,1122.82,284.449,1223.63,951.021,274.38,1166.91,443.5,283.913,1046.2,47.2093,249.121,1008.53,5.83291,340.499,1150.5,-16.0694,303.407,1248.27,-15.0196,8.60003
8.60833,275.531,1199.16,1122.81,284.508,1223.19,951.012,274.622,1167.03,443.257,283.861,1046.47,46.6871,249.282,1008.54,5.59229,340.653,1150.29,-15.8506,303.556,1247.94,-14.6896,8.60833
8.61663,275.582,1198.68,1122.79,284.548,1222.74,950.949,274.615,1166.78,443.231,283.516,1046.23,46.5474,249.347,1008.46,5.4968,340.735,1150.44,-15.938,303.476,1248.28,-14.9183,8.61663
8.62503,275.617,1198.23,1122.77,284.572,1222.19,950.942,274.336,1166.41,443.348,283.933,1046.19,46.9155,249.235,1008.18,5.11825,340.901,1150.29,-15.7528,303.428,1248.07,-14.7325,8.62503
8.63333,275.697,1197.81,1122.79,284.675,1221.79,950.898,274.672,1166.53,443.155,283.467,1046.17,46.5709,249.397,1008.38,5.28169,340.561,1150.44,-16.0416,303.457,1248.23,-14.8886,8.63333
8.64163,275.75,1197.35,1122.81,284.757,1221.35,950.876,274.825,1166.47,443.106,284.331,1046.09,46.809,249.526,1008.48,5.068,340.724,1150.33,-15.8707,303.338,1248.13,-14.8501,8.64163
8.65003,275.814,1196.95,1122.84,284.779,1220.83,950.887,274.668,1166.18,443.124,284.186,1046.17,46.5563,249.411,1008.39,5.06723,340.579,1150.51,-16.0702,303.407,1248.33,-14.9868,8.65003
8.65833,275.885,1196.55,1122.87,284.911,1220.5,950.854,274.934,1166.3,442.974,283.056,1046.18,46.0691,249.437,1008.34,4.96936,340.628,1150.46,-16.0562,303.356,1248.3,-14.9541,8.65833
8.66663,275.972,1196.18,1122.89,284.945,1220,950.838,274.744,1165.92,443.05,283.881,1046.13,46.2249,249.564,1008.23,4.88543,340.638,1150.42,-16.0543,303.422,1248.25,-14.9322,8.66663
8.67503,276.026,1195.8,1122.9,285.016,1219.59,950.837,274.991,1165.95,442.938,284.17,1046.17,46.2491,249.571,1008.39,4.69655,341.035,1150.27,-15.6993,303.519,1248.02,-14.6536,8.67503
8.68333,276.123,1195.41,1122.92,285.094,1219.22,950.846,275.064,1165.8,442.904,283.708,1046.1,45.9653,249.682,1008.18,4.73565,340.639,1150.47,-16.062,303.357,1248.18,-14.8496,8.68333
8.69163,276.277,1195.03,1122.9,285.156,1218.79,950.88,275.013,1165.48,442.987,284.27,1046.06,46.1639,249.705,1008.2,4.64141,340.869,1150.36,-15.8723,303.479,1248.06,-14.6852,8.69163
8.70003,276.298,1194.64,1122.99,285.197,1218.45,950.895,275.244,1165.56,442.905,283.643,1046.05,45.7718,249.777,1008.15,4.60601,340.609,1150.49,-16.1008,303.398,1248.36,-14.9066,8.70003
8.70833,276.395,1194.22,1123.02,285.319,1218.07,950.936,275.208,1165.33,442.837,283.483,1046.08,45.7427,249.772,1008.17,4.51589,340.813,1150.32,-15.9074,303.366,1248.11,-14.8066,8.70833
8.71663,276.482,1193.84,1123.06,285.367,1217.59,950.972,275.168,1164.99,442.914,284.207,1046.03,45.9118,249.822,1008.16,4.46534,340.795,1150.43,-15.9939,303.394,1248.32,-14.9607,8.71663
8.72503,276.608,1193.44,1123.1,285.466,1217.25,950.931,275.278,1164.93,442.849,283.847,1046.01,45.6214,250.528,1008.24,4.65834,340.749,1150.39,-16.026,303.438,1248.22,-14.8543,8.72503
8.73333,276.689,1193.06,1123.16,285.511,1216.81,950.992,275.147,1164.55,442.956,284.268,1045.84,45.7745,249.859,1008.1,4.34488,340.67,1150.41,-16.0637,303.41,1248.14,-14.935,8.73333
8.74163,276.815,1192.71,1123.22,285.652,1216.53,951.024,275.409,1164.64,442.85,284.492,1045.98,45.7928,249.752,1008.12,4.31848,340.895,1150.29,-15.8778,303.486,1248.02,-14.6245,8.74163
8.75003,276.922,1192.31,1123.26,285.774,1216.13,951.066,275.542,1164.62,442.756,284.702,1046.17,45.674,249.905,1008.03,4.2488,340.75,1150.44,-16.0622,303.305,1248.24,-14.9173,8.75003
8.75833,277.023,1191.97,1123.31,285.752,1215.71,951.049,275.444,1164.28,442.858,285.257,1045.97,46.0851,249.988,1008.05,4.13209,340.941,1150.28,-15.8802,303.317,1248.12,-14.7731,8.75833
8.76663,277.099,1191.6,1123.36,285.911,1215.4,951.042,275.778,1164.3,442.746,284.443,1045.92,45.6395,249.793,1007.72,3.93552,340.709,1150.44,-16.1163,303.269,1248.32,-14.9181,8.76663
8.77503,277.188,1191.19,1123.41,285.94,1215,951.081,275.702,1164.2,442.779,284.55,1045.89,45.5125,249.982,1008.06,4.04811,340.962,1150.26,-15.897,303.358,1248.04,-14.6936,8.77503
8.78333,277.284,1190.85,1123.44,285.979,1214.58,951.132,275.68,1163.82,442.915,285.288,1045.64,46.0473,250.074,1008.11,3.96144,340.743,1150.44,-16.1304,303.149,1248.17,-14.9409,8.78333
8.79163,277.392,1190.42,1123.47,286.056,1214.27,951.141,275.843,1163.91,442.768,284.747,1045.86,45.4865,250.03,1008.01,3.93587,340.702,1150.51,-16.1851,303.286,1248.25,-14.9127,8.79163
8.80003,277.461,1190.04,1123.5,286.092,1213.84,951.169,275.813,1163.65,442.826,285.133,1045.88,45.6716,250.041,1007.99,3.96806,340.727,1150.47,-16.1649,303.237,1248.27,-14.9474,8.80003
8.80833,277.553,1189.64,1123.52,286.321,1213.62,951.193,275.987,1163.71,442.734,284.75,1045.88,45.3444,250.128,1007.98,3.82787,341.066,1150.32,-15.845,303.314,1248.06,-14.7052,8.80833
8.81663,277.647,1189.24,1123.53,286.295,1213.17,951.178,276.065,1163.58,442.726,284.529,1045.86,45.185,250.183,1007.99,3.73727,340.85,1150.41,-16.0522,303.232,1248.22,-14.8954,8.81663
8.82503,277.714,1188.85,1123.52,286.26,1212.68,951.201,275.895,1163.19,442.827,285.184,1045.79,45.4631,250.243,1007.92,3.70026,341.108,1150.29,-15.8902,303.277,1248,-14.6635,8.82503
8.83333,277.887,1188.44,1123.53,286.412,1212.38,951.227,276.057,1163.27,442.737,284.844,1045.81,45.1864,250.261,1007.85,3.7086,340.88,1150.47,-16.1282,303.291,1248.18,-14.7924,8.83333
8.84163,277.908,1188.04,1123.59,286.467,1211.98,951.243,276.128,1163.2,442.699,284.837,1045.79,45.1473,250.26,1007.84,3.63165,340.904,1150.32,-16.0117,303.438,1248.16,-14.501,8.84163
8.85003,277.977,1187.65,1123.63,286.481,1211.51,951.302,276.011,1162.94,442.785,285.363,1045.76,45.3384,250.248,1007.86,3.56853,340.851,1150.5,-16.1436,303.157,1248.29,-14.9066,8.85003
8.85833,278.038,1187.27,1123.66,286.598,1211.17,951.323,276.109,1162.96,442.684,284.728,1045.77,45.0063,250.261,1007.83,3.53867,340.737,1150.48,-16.1819,303.128,1248.3,-14.9684,8.85833
8.86663,278.074,1186.94,1123.71,286.626,1210.75,951.313,276.055,1162.71,442.766,285.369,1045.73,45.2179,250.981,1007.89,3.83311,340.793,1150.38,-16.0977,303.188,1248.3,-14.8959,8.86663
8.87503,278.07,1186.58,1123.78,286.759,1210.37,951.321,276.243,1162.8,442.702,284.795,1045.62,44.868,250.287,1007.85,3.46124,341.154,1150.23,-15.866,303.292,1247.88,-14.6347,8.87503
8.88333,278.132,1186.2,1123.83,286.699,1209.98,951.415,276.258,1162.75,442.735,284.883,1045.74,44.9371,250.262,1007.81,3.56567,340.737,1150.41,-16.1691,303.182,1248.18,-14.7628,8.88333
8.89163,278.132,1185.87,1123.87,286.682,1209.52,951.457,276.157,1162.47,442.902,285.915,1046.02,45.1986,250.349,1007.81,3.46762,340.76,1150.31,-16.0624,303.295,1247.89,-14.486,8.89163
8.90003,278.119,1185.52,1123.93,286.832,1209.22,951.486,276.359,1162.62,442.857,285.081,1045.76,44.9694,250.386,1007.75,3.49927,340.783,1150.45,-16.1794,303.148,1248.31,-14.8512,8.90003
8.90833,278.11,1185.15,1123.95,286.84,1208.81,951.533,276.456,1162.61,442.871,284.711,1045.76,44.8739,250.158,1007.49,3.2351,341.018,1150.3,-15.9279,303.02,1248.13,-14.6679,8.90833
8.91663,278.08,1184.83,1123.98,286.913,1208.38,951.65,276.199,1162.26,443.088,285.334,1045.72,45.1084,250.35,1007.79,3.4129,340.882,1150.44,-16.1042,303.114,1248.26,-14.8238,8.91663
8.92503,278.068,1184.44,1124.03,286.833,1208.02,951.673,276.415,1162.31,443.114,285.562,1045.55,45.2232,250.393,1007.82,3.3685,340.841,1150.42,-16.1293,302.986,1248.22,-14.8568,8.92503
8.93333,277.969,1184.06,1124.07,286.863,1207.61,951.77,276.246,1162.04,443.244,285.781,1045.72,45.2588,250.426,1007.74,3.42548,340.805,1150.42,-16.139,303.166,1248.22,-14.7252,8.93333
8.94163,277.963,1183.64,1124.11,287.019,1207.37,951.861,276.521,1162.2,443.174,284.965,1045.78,44.8587,250.332,1007.85,3.41958,340.986,1150.26,-15.9287,303.24,1248.03,-14.5164,8.94163
8.95003,277.956,1183.24,1124.18,286.869,1206.9,951.879,276.564,1162.1,443.207,284.856,1045.74,44.8134,250.446,1007.71,3.3955,340.7,1150.38,-16.2126,303.035,1248.23,-14.8034,8.95003
8.95833,277.943,1182.85,1124.24,286.915,1206.46,951.972,276.347,1161.74,443.352,284.886,1045.69,44.764,250.427,1007.85,3.26699,341.032,1150.31,-15.9352,303.087,1248.08,-14.6381,8.95833
8.96663,277.966,1182.45,1124.28,287.013,1206.12,952.047,276.481,1161.75,443.294,284.945,1045.72,44.7254,250.462,1007.7,3.3502,340.819,1150.42,-16.1173,302.896,1248.25,-14.7938,8.96663
8.97503,277.989,1182.02,1124.34,287.078,1205.78,952.087,276.539,1161.61,443.327,285.006,1045.71,44.7485,250.38,1007.74,3.24649,341.039,1150.24,-15.8789,303.199,1248.01,-14.5038,8.97503
8.98333,277.958,1181.63,1124.42,287.015,1205.31,952.097,276.284,1161.16,443.377,285.662,1045.66,45.0393,250.431,1007.75,3.21758,340.826,1150.42,-16.1076,303.184,1248.36,-14.6247,8.98333
8.99163,278.015,1181.19,1124.5,287.124,1205.12,952.209,276.588,1161.31,443.341,285.187,1045.65,44.7841,250.502,1007.73,3.20846,340.713,1150.46,-16.2252,303.114,1248.25,-14.7306,8.99163
9.00003,277.997,1180.83,1124.57,287.049,1204.71,952.219,276.601,1161.11,443.418,285.706,1045.62,44.9566,250.548,1007.63,3.25203,340.813,1150.45,-16.1746,303.037,1248.3,-14.8075,9.00003
9.00833,278.018,1180.41,1124.65,287.209,1204.43,952.234,276.678,1161.03,443.361,285.317,1045.64,44.5985,251.254,1007.78,3.42959,341.127,1150.25,-15.8933,303.124,1248,-14.526,9.00833
9.01663,278.005,1180.02,1124.74,287.244,1204,952.233,276.687,1160.81,443.36,285.113,1045.45,44.4287,250.615,1007.6,3.18354,340.854,1150.39,-16.1347,303.084,1248.15,-14.7619,9.01663
9.02503,278.017,1179.69,1124.84,287.356,1203.66,952.384,276.498,1160.43,443.498,285.759,1045.56,44.8212,250.18,1007.85,3.34436,341.165,1150.26,-15.9129,303.114,1247.97,-14.5212,9.02503
9.03333,277.95,1179.32,1124.92,287.387,1203.3,952.412,276.6,1160.43,443.407,285.907,1045.93,44.394,250.784,1007.57,3.08365,340.851,1150.43,-16.2029,303.113,1248.11,-14.6018,9.03333
9.04163,277.939,1178.97,1125.06,287.434,1202.99,952.444,276.671,1160.4,443.346,285.37,1045.55,44.3267,250.897,1007.6,2.98798,341.108,1150.37,-16.0321,303.073,1248,-14.5191,9.04163
9.05003,277.89,1178.7,1125.2,287.454,1202.62,952.479,276.409,1160.11,443.426,285.188,1045.45,44.4,250.745,1007.24,2.75463,340.982,1150.53,-16.2192,302.952,1248.24,-14.8056,9.05003
9.05833,277.856,1178.38,1125.37,287.395,1202.32,952.435,276.67,1160.15,443.275,285.206,1045.43,44.3236,251.03,1007.54,2.931,341.007,1150.49,-16.2356,302.919,1248.28,-14.8496,9.05833
9.06663,277.78,1178.12,1125.59,287.384,1201.92,952.485,276.635,1159.76,443.405,286.144,1045.22,44.7475,251.219,1007.59,2.94381,341.115,1150.42,-16.1713,302.842,1248.25,-14.849,9.06663
9.07503,277.732,1177.82,1125.84,287.441,1201.67,952.499,276.763,1159.7,443.341,285.539,1045.38,44.3338,251.173,1007.55,2.88779,341.31,1150.27,-15.9824,303.084,1247.89,-14.4877,9.07503
9.08333,277.661,1177.46,1126.06,287.433,1201.34,952.558,276.827,1159.43,443.378,285.387,1045.35,44.2332,251.076,1007.53,3.00926,341.045,1150.47,-16.2514,302.939,1248.11,-14.7448,9.08333
9.09163,277.522,1177.11,1126.34,287.428,1200.98,952.693,276.691,1158.94,443.544,285.557,1045.26,44.2803,251.224,1007.5,2.85774,341.231,1150.39,-16.0919,302.996,1247.96,-14.5822,9.09163
9.10003,277.415,1176.69,1126.63,287.449,1200.69,952.785,276.94,1158.91,443.467,285.607,1045.21,44.2345,251.293,1007.52,2.84427,341.125,1150.57,-16.3169,302.894,1248.23,-14.8613,9.10003
9.10833,277.325,1176.24,1126.9,287.388,1200.29,952.883,276.942,1158.71,443.449,285.726,1045.18,44.1982,251.405,1007.43,2.84028,341.509,1150.4,-16.0463,302.973,1248,-14.6245,9.10833
9.11663,277.237,1175.79,1127.18,287.288,1199.86,952.966,276.744,1158.28,443.58,285.822,1045.12,44.217,251.5,1007.43,2.82156,341.438,1150.52,-16.2131,302.966,1248.16,-14.7732,9.11663
9.12503,277.045,1175.22,1127.51,287.153,1199.51,953.051,276.964,1158.34,443.466,285.957,1045.15,44.1496,251.61,1007.4,2.81268,341.335,1150.58,-16.3167,303.11,1248.36,-14.5828,9.12503
9.13333,276.866,1174.63,1127.84,287.08,1199.12,953.168,276.782,1157.98,443.584,287.168,1045.1,44.5471,251.668,1007.35,2.83605,341.381,1150.55,-16.3165,303.122,1248.19,-14.6444,9.13333
9.14163,276.661,1173.97,1128.13,286.961,1198.75,953.268,276.927,1158.01,443.499,285.864,1045.08,44.0732,251.744,1007.38,2.77841,341.57,1150.41,-16.1424,303.064,1248.04,-14.5681,9.14163
9.15003,276.413,1173.24,1128.41,286.882,1198.32,953.406,276.961,1157.9,443.56,285.676,1045.08,44.0085,252.446,1007.4,3.10779,341.342,1150.61,-16.4157,302.887,1248.2,-14.8177,9.15003
9.15833,276.154,1172.5,1128.66,286.643,1197.7,953.607,276.759,1157.57,443.741,286.328,1044.98,44.282,251.848,1007.36,2.79045,341.686,1150.46,-16.2076,303.05,1247.96,-14.6473,9.15833
9.16663,275.85,1171.63,1128.9,286.468,1197.2,953.785,276.8,1157.55,443.766,286.03,1045.03,44.1129,251.75,1007.35,2.87169,341.428,1150.56,-16.4044,303.012,1248.24,-14.7102,9.16663
9.17503,275.46,1170.68,1129.1,286.423,1196.61,953.948,276.779,1157.51,443.89,286.213,1045.22,44.0593,251.897,1007.36,2.79951,341.486,1150.44,-16.2915,303.066,1247.83,-14.4309,9.17503
9.18333,275.094,1169.68,1129.26,286.163,1195.93,954.081,276.554,1157.19,444.139,286.659,1044.97,44.4229,251.892,1007.38,2.78664,341.527,1150.62,-16.4253,302.975,1248.28,-14.7175,9.18333
9.19163,274.604,1168.51,1129.39,286.009,1195.32,954.283,276.683,1157.36,444.158,285.72,1044.98,44.2027,251.653,1007.04,2.58142,341.423,1150.66,-16.5251,302.925,1248.28,-14.7123,9.19163
9.20003,274.161,1167.42,1129.52,285.626,1194.43,954.428,276.473,1157.15,444.324,286.512,1044.92,44.4699,251.823,1007.34,2.82657,341.513,1150.67,-16.476,302.768,1248.17,-14.8603,9.20003
9.20833,273.606,1166.21,1129.66,285.673,1193.71,954.638,276.56,1157.36,444.273,285.897,1044.89,44.1869,251.947,1007.51,2.76101,341.81,1150.48,-16.2042,302.917,1248.07,-14.5983,9.20833
9.21663,273.125,1164.98,1129.85,285.409,1192.85,954.852,276.518,1157.41,444.337,285.93,1044.97,44.1711,251.851,1007.39,2.8758,341.576,1150.62,-16.4458,302.962,1248.31,-14.7251,9.21663
9.22503,272.602,1163.76,1130.05,285.165,1191.81,955.068,276.186,1157.13,444.596,286.389,1044.95,44.4519,251.775,1007.55,2.9757,341.795,1150.47,-16.2328,303.027,1248.01,-14.5074,9.22503
9.23333,272.173,1162.46,1130.24,285.081,1190.95,955.332,276.244,1157.38,444.579,285.951,1044.98,44.336,251.856,1007.46,2.99466,341.532,1150.69,-16.5601,303.023,1248.35,-14.7142,9.23333
9.24163,271.689,1161.06,1130.44,284.833,1189.83,955.515,276.095,1157.48,444.67,285.901,1044.97,44.4377,251.802,1007.58,2.9785,341.727,1150.59,-16.3645,302.946,1248.09,-14.5529,9.24163
9.25003,271.196,1159.65,1130.63,284.573,1188.57,955.778,275.836,1157.39,444.863,286.38,1044.95,44.824,251.819,1007.52,3.12358,341.601,1150.72,-16.5299,302.715,1248.31,-14.8643,9.25003
9.25833,270.651,1158.17,1130.79,284.339,1187.34,956.059,275.838,1157.61,444.858,285.963,1045.02,44.6932,251.808,1007.56,3.21144,341.661,1150.73,-16.5066,302.934,1248.43,-14.7837,9.25833
9.26663,269.967,1156.75,1130.95,284.09,1185.93,956.343,275.451,1157.34,445.037,286.21,1045,44.9951,251.728,1007.59,3.3502,341.65,1150.71,-16.4723,302.897,1248.43,-14.7146,9.26663
9.27503,269.34,1155.27,1131.08,283.917,1184.59,956.617,275.516,1157.64,445.155,285.801,1045.05,44.8986,251.678,1007.72,3.39609,341.874,1150.59,-16.2722,303.038,1248.07,-14.4987,9.27503
9.28333,268.671,1153.73,1131.24,283.747,1183.02,956.909,275.379,1157.73,445.282,285.625,1045.09,44.9621,251.562,1007.71,3.60483,341.543,1150.83,-16.6152,302.976,1248.37,-14.7095,9.28333
